IDEvento;DSEvento
1296;REQ PLG/ASSENTIMENTO CDN NEGADO
1297;REQ PLG/ASSENTIMENTO CDN SOLICITAÇÃO PROTOC
1298;PLG/TORNA S/EFEITO EXIGÊNCIA PUBL
1299;PLG/OPÇÃO REGIME AUTORIZAÇÃO PESQ AUTORIZADA PUBL
1300;CONC LAV/ARRENDAMENTO PRORROGAÇÃO PROTOC
1301;CONC LAV/ARRENDAMENTO PRORROGAÇÃO AUTORIZADA PUBL
1302;CONC LAV/ARRENDAMENTO PRORROGAÇÃO NEGADA PUBL
1303;CONC LAV/ARRENDAMENTO DESISTÊNCIA PROTOC
1304;CONC LAV/ARRENDAMENTO RELATÓRIO ESTADO DA MINA PROTOC
1305;REG EXT/BAIXA TRANSCRIÇÃO REG EXTR - LIBERADA PARA EDITAL
1306;REQ PESQ/BLOQUEIO TEMPORÁRIO PUBL
1307;AUT PESQ/BLOQUEIO TEMPORÁRIO PUBL
1308;REQ LAV/BLOQUEIO TEMPORÁRIO PUBL
1309;CONC LAV/BLOQUEIO TEMPORÁRIO PUBL
1310;REQ PLG/BLOQUEIO TEMPORÁRIO PUBL
1311;PLG/BLOQUEIO TEMPORÁRIO PUBL
1312;LICEN/BLOQUEIO TEMPORÁRIO PUBL
1313;DISPONIB/BLOQUEIO TEMPORÁRIO PUBL
1314;MANIF/BLOQUEIO TEMPORÁRIO PUBL
1315;DISPONIB/PROPOSTA ÚNICA - EDITAL ENCERRADO
1316;REQ EXT/BLOQUEIO TEMPORÁRIO PUBL
1317;REG EXT/BLOQUEIO TEMPORÁRIO PUBL
1318;REQ LICEN/BLOQUEIO TEMPORÁRIO PUBL
1319;LICEN/OFÍCIO INTIMA P/DEFESA PROC CANCEL/CASS/NULID LICENC
1320;LICEN/TRANSF DIREITOS-DISTRATO PROTOC
1321;LICEN/TORNA S/EFEITO DESPACHO NULIDADE DO TITULO PUBL
1322;LICEN/TORNA S/EFEITO INST PROC CANCEL/CASS/NULID LICENC PUBL
1323;PLG/OFÍCIO INTIMA P/DEFESA PROC ADM CANCEL/NULID PLG
1324;PLG/ARQUIVAMENTO PROC ADM CANCELAMENTO PLG PUBL
1325;PLG/INSTAURA PROC ADM NULIDADE PLG PUBL
1326;PLG/TORNA S/EFEITO CANCELAMENTO PLG PUBL
1327;PLG/TORNA S/EFEITO NULIDADE PLG PUBL
1328;PLG/TORNA S/EFEITO INST PROC ADM CANCEL/NULID PLG PUBL
1329;REG EXT/ARQUIVAMENTO PROC ADM CASSAÇÃO REG EXTRAÇÃO PUBL
1330;REG EXT/REGISTRO DE EXTRAÇÃO DECLARADO NULO PUBL
1331;REG EXT/INSTAURA PROC ADM CASSAÇÃO REGISTRO EXTRAÇÃO PUBL
1332;REG EXT/OFÍCIO INTIMA P/DEFESA PROC ADM CASS/NULID REG EXT
1333;REG EXT/ARQUIVAMENTO PROC ADM NULIDADE REG EXTRAÇÃO PUBL
1334;REG EXT/INSTAURA PROC ADM NULIDADE REGISTRO EXTRAÇÃO PUBL
1335;REG EXT/TORNA S/EFEITO NULIDADE REGISTRO EXTRAÇÃO PUBL
1336;REG EXT/TORNA S/EFEITO INST PROC ADM CASS/NULID REG EXT PUBL
1337;CONC LAV/ANÁLISE BACTERIOLÓGICA PROTOC
1338;CONC LAV/PLANO DE FECHAMENTO DE MINA PROTOC
1339;REQ PLG/INDEFERIMENTO P/INTERFERÊNCIA TOTAL PUBL
1340;REQ PESQ/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
1341;AUT PESQ/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
1342;REQ LICEN/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
1343;LICEN/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
1344;REQ PLG/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
1345;PLG/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
1346;REQ EXT/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
1347;REG EXT/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
1348;DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA REQ PESQ PUBL
1349;DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA AUT PESQ PUBL
1350;DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA REQ LICEN PUBL
1351;DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA LICEN PUBL
1352;DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA REQ PLG PUBL
1353;DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA PLG PUBL
1354;DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA REQ EXT PUBL
1355;DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA REG EXT PUBL
1356;REQ PESQ/RECURSO PROTOC
1357;REQ PESQ/RECURSO AO MINISTRO NEGADO PUBL
1358;REQ PESQ/RECURSO AO MINISTRO PROVIDO PUBL
1359;AUT PESQ/RECURSO AO MINISTRO PROTOC
1360;AUT PESQ/RECURSO AO MINISTRO NEGADO PUBL
1361;AUT PESQ/RECURSO AO MINISTRO PROVIDO PUBL
1362;REQ LAV/TRANSF DIREITOS -CESSÃO PARCIAL DIR REQ LAV APR PUBL
1363;REQ LAV/TRANSF DIREITOS -CESSÃO PARCIAL DIR REQ LAV EFETIV
1364;REQ LAV/TRANSF DIREITOS-DISTRATO PROTOC
1365;CONC LAV/RECURSO AO MINISTRO PROTOC
1366;CONC LAV/RECURSO AO MINISTRO NEGADO PUBL
1367;CONC LAV/RECURSO AO MINISTRO PROVIDO PUBL
1368;REQ LICEN/RECURSO AO MINISTRO PROTOC
1369;REQ LICEN/RECURSO AO MINISTRO NEGADO PUBL
1370;REQ LICEN/RECURSO AO MINISTRO PROVIDO PUBL
1371;LICEN/RECURSO PROTOC
1372;LICEN/RECURSO AO MINISTRO NEGADO PUBL
1373;LICEN/RECURSO AO MINISTRO PROVIDO PUBL
1374;REQ PLG/RECURSO PROTOC
1375;REQ PLG/RECURSO AO MINISTRO NEGADO PUBL
1376;REQ PLG/RECURSO AO MINISTRO PROVIDO PUBL
1377;PLG/RECURSO PROTOC
1378;PLG/RECURSO AO MINISTRO NEGADO PUBL
1379;PLG/RECURSO AO MINISTRO PROVIDO PUBL
1380;REQ EXT/RECURSO AO MINISTRO PROTOC
1381;REQ EXT/RECURSO AO MINISTRO NEGADO PUBL
1382;REQ EXT/RECURSO AO MINISTRO PROVIDO PUBL
1383;REG EXT/RECURSO AO MINISTRO PROTOC
1384;REG EXT/RECURSO AO MINISTRO NEGADO PUBL
1385;REG EXT/RECURSO AO MINISTRO PROVIDO PUBL
1386;REQ PESQ/RETIFICAÇÃO DE DESPACHO PUBL
1387;AUT PESQ/RETIFICAÇÃO DE DESPACHO PUBL
1388;REQ LAV/RETIFICAÇÃO DE DESPACHO PUBL
1389;CONC LAV/RETIFICAÇÃO DE DESPACHO PUBL
1390;REQ LICEN/RETIFICAÇÃO DE DESPACHO PUBL
1391;LICEN/RETIFICAÇÃO DE DESPACHO PUBL
1392;REQ PLG/RETIFICAÇÃO DE DESPACHO PUBL
1393;PLG/RETIFICAÇÃO DE DESPACHO PUBL
1394;REQ EXT/RETIFICAÇÃO DE DESPACHO PUBL
1395;REG EXT/RETIFICAÇÃO DE DESPACHO PUBL
1396;REQ PESQ/LICENÇA AMBIENTAL PROTOC
1397;AUT PESQ/LICENÇA AMBIENTAL PROTOC
1398;REQ LAV/LICENÇA AMBIENTAL PROTOC
1399;CONC LAV/LICENÇA AMBIENTAL PROTOC
1400;REQ LICEN/LICENÇA AMBIENTAL PROTOC
1401;LICEN/LICENÇA AMBIENTAL PROTOC
1402;REQ PLG/LICENÇA AMBIENTAL PROTOC
1403;PLG/LICENÇA AMBIENTAL PROTOC
1404;REQ EXT/LICENÇA AMBIENTAL PROTOC
1405;REG EXT/LICENÇA AMBIENTAL PROTOC
1406;AUT PESQ/ONERAÇÃO DIREITOS -PENHORA PROTOC
1407;AUT PESQ/AUTO INFRAÇÃO - INÍCIO PESQ NÃO COMUNICADO PUBL
1408;AUT PESQ/ONERAÇÃO DIREITOS -PENHORA NEGADO PUBL
1409;AUT PESQ/TORNA S/EFEITO AUTO INFRAÇÃO-INÍC PESQ Ñ COMUN PUBL
1410;AUT PESQ/LIBERAÇÃO PENHORA PROTOC
1411;AUT PESQ/LIBERAÇÃO PENHORA APROVADO PUBL
1412;AUT PESQ/LIBERAÇÃO PENHORA NEGADO PUBL
1413;AUT PESQ/LIBERAÇÃO PENHORA AVERBADO
1414;CONC LAV/ONERAÇÃO DIREITOS -PENHORA PROTOC
1415;REQ LICEN/TORNA S/EFEITO DESPACHO PUBL
1416;CONC LAV/ONERAÇÃO DIREITOS -PENHORA NEGADO PUBL
1417;LICEN/TORNA S/EFEITO DESPACHO PUBL
1418;CONC LAV/LIBERAÇÃO PENHORA PROTOC
1419;CONC LAV/LIBERAÇÃO PENHORA APROVADO(A) PUBL
1420;CONC LAV/LIBERAÇÃO PENHORA NEGADO PUBL
1421;CONC LAV/LIBERAÇÃO PENHORA AVERBADO
1422;LICEN/ONERAÇÃO DIREITOS -PENHOR PROTOC
1423;LICEN/ONERAÇÃO DIREITOS -PENHOR APROVADO(A) PUBL
1424;LICEN/ONERAÇÃO DIREITOS -PENHOR NEGADO PUBL
1425;LICEN/TRANSF DIREITOS-CESSÃO DIREITOS ANULADA PUBL
1426;LICEN/ONERAÇÃO DIREITOS -CAUÇÃO PROTOC
1427;LICEN/ONERAÇÃO DIREITOS -CAUÇÃO APROVADO(A) PUBL
1428;LICEN/ONERAÇÃO DIREITOS -CAUÇÃO NEGADO PUBL
1429;LICEN/ONERAÇÃO DIREITOS -CAUÇÃO AVERBADO
1430;LICEN/ONERAÇÃO DIREITOS -HIPOTECA PROTOC
1431;LICEN/ONERAÇÃO DIREITOS -HIPOTECA APROVADO(A) PUBL
1432;LICEN/ONERAÇÃO DIREITOS -HIPOTECA NEGADO PUBL
1433;LICEN/ONERAÇÃO DIREITOS -HIPOTECA AVERBADO
1434;LICEN/ONERAÇÃO DIREITOS -CÉDULA CRÉDITO PROTOC
1435;LICEN/ONERAÇÃO DIREITOS -CÉDULA CRÉDITO APROVADO(A) PUBL
1436;LICEN/ONERAÇÃO DIREITOS -CÉDULA CRÉDITO NEGADO PUBL
1437;LICEN/ONERAÇÃO DIREITOS -CÉDULA CRÉDITO AVERBADO
1438;LICEN/ONERAÇÃO DIREITOS -CONTRATO FINANCIAMENTO PROTOC
1439;LICEN/ONERAÇÃO DIREITOS -CONTRATO FINANCIAMENTO APROV PUBL
1440;LICEN/ONERAÇÃO DIREITOS -CONTRATO FINANCIAMENTO NEGADO PUBL
1441;LICEN/ONERAÇÃO DIREITOS -CONTRATO FINANCIAMENTO AVERBADO
1442;LICEN/LIBERAÇÃO PENHOR PROTOC
1443;LICEN/LIBERAÇÃO PENHOR APROVADO(A) PUBL
1444;LICEN/LIBERAÇÃO PENHOR NEGADO PUBL
1445;LICEN/LIBERAÇÃO PENHOR AVERBADO
1446;LICEN/LIBERAÇÃO CAUÇÃO PROTOC
1447;LICEN/LIBERAÇÃO CAUÇÃO APROVADO(A) PUBL
1448;LICEN/LIBERAÇÃO CAUÇÃO NEGADO PUBL
1449;LICEN/LIBERAÇÃO CAUÇÃO AVERBADO
1450;LICEN/LIBERAÇÃO HIPOTECA PROTOC
1451;LICEN/LIBERAÇÃO HIPOTECA APROVADO(A) PUBL
1452;LICEN/LIBERAÇÃO HIPOTECA NEGADO PUBL
1453;LICEN/LIBERAÇÃO HIPOTECA AVERBADO
1454;LICEN/LIBERAÇÃO CÉDULA CRÉDITO PROTOC
1455;LICEN/LIBERAÇÃO CÉDULA CRÉDITO APROVADO(A) PUBL
1456;LICEN/LIBERAÇÃO CÉDULA CRÉDITO NEGADO PUBL
1457;LICEN/LIBERAÇÃO CÉDULA CRÉDITO AVERBADO
1458;LICEN/LIBERAÇÃO CONTRATO DE FINANCIAMENTO PROTOC
1459;LICEN/LIBERAÇÃO CONTRATO DE FINANCIAMENTO APROVADO(A) PUBL
1460;LICEN/LIBERAÇÃO CONTRATO DE FINANCIAMENTO NEGADO PUBL
1461;LICEN/LIBERAÇÃO CONTRATO DE FINANCIAMENTO AVERBADO
1462;CONC LAV/ONERAÇÃO DIREITOS -PENHOR PROTOC
1463;CONC LAV/ONERAÇÃO DIREITOS -PENHOR APROVADO PUBL
1464;CONC LAV/ONERAÇÃO DIREITOS -PENHOR NEGADO PUBL
1465;CONC LAV/ONERAÇÃO DIREITOS -PENHOR AVERBADO
1466;CONC LAV/ONERAÇÃO DIREITOS -CAUÇÃO PROTOC
1467;CONC LAV/ONERAÇÃO DIREITOS -CAUÇÃO APROVADO PUBL
1468;CONC LAV/ONERAÇÃO DIREITOS -CAUÇÃO NEGADO PUBL
1469;CONC LAV/ONERAÇÃO DIREITOS -CAUÇÃO AVERBADO
1470;CONC LAV/ONERAÇÃO DIREITOS -HIPOTECA PROTOC
1471;CONC LAV/ONERAÇÃO DIREITOS -HIPOTECA APROVADO PUBL
1472;CONC LAV/ONERAÇÃO DIREITOS -HIPOTECA NEGADO PUBL
1473;CONC LAV/ONERAÇÃO DIREITOS -HIPOTECA AVERBADO
1474;CONC LAV/ONERAÇÃO DIREITOS -CÉDULA CRÉDITO PROTOC
1475;CONC LAV/ONERAÇÃO DIREITOS -CÉDULA CRÉDITO APROVADA PUBL
1476;CONC LAV/ONERAÇÃO DIREITOS -CÉDULA CRÉDITO NEGADA PUBL
1477;CONC LAV/ONERAÇÃO DIREITOS -CÉDULA CRÉDITO AVERBADA
1478;CONC LAV/ONERAÇÃO DIREITOS -CONTRATO FINANCIAMENTO PROTOC
1479;CONC LAV/ONERAÇÃO DIREITOS -CONTRATO FINANCIAMENTO APR PUBL
1480;CONC LAV/ONERAÇÃO DIREITOS -CONTRATO FINANCIAMENTO NEG PUBL
1481;CONC LAV/ONERAÇÃO DIREITOS -CONTRATO FINANCIAMENTO AVERB
1482;CONC LAV/LIBERAÇÃO PENHOR PROTOC
1483;CONC LAV/LIBERAÇÃO PENHOR APROVADO(A) PUBL
1484;CONC LAV/LIBERAÇÃO PENHOR NEGADO PUBL
1485;CONC LAV/LIBERAÇÃO PENHOR AVERBADO
1486;CONC LAV/LIBERAÇÃO CAUÇÃO PROTOC
1487;CONC LAV/LIBERAÇÃO CAUÇÃO APROVADO(A) PUBL
1488;CONC LAV/LIBERAÇÃO CAUÇÃO NEGADO PUBL
1489;CONC LAV/LIBERAÇÃO CAUÇÃO AVERBADO
1490;CONC LAV/LIBERAÇÃO HIPOTECA PROTOC
1491;CONC LAV/LIBERAÇÃO HIPOTECA APROVADO(A) PUBL
1492;CONC LAV/LIBERAÇÃO HIPOTECA NEGADO PUBL
1493;CONC LAV/LIBERAÇÃO HIPOTECA AVERBADO
1494;CONC LAV/LIBERAÇÃO CÉDULA CRÉDITO PROTOC
1495;CONC LAV/LIBERAÇÃO CÉDULA CRÉDITO APROVADO(A) PUBL
1496;CONC LAV/LIBERAÇÃO CÉDULA CRÉDITO NEGADO PUBL
1497;CONC LAV/LIBERAÇÃO CÉDULA CRÉDITO AVERBADO
1498;CONC LAV/LIBERAÇÃO CONTRATO FINANCIAMENTO PROTOC
1499;CONC LAV/LIBERAÇÃO CONTRATO FINANCIAMENTO APROVADO PUBL
1500;CONC LAV/LIBERAÇÃO CONTRATO FINANCIAMENTO NEGADO PUBL
1501;CONC LAV/LIBERAÇÃO CONTRATO FINANCIAMENTO AVERBADO
1502;REQ PESQ/TRANSF DIREITOS -CISÃO PROTOC
1503;REQ PESQ/TRANSF DIREITOS -CISÃO APROVADO PUBL
1504;REQ PESQ/TRANSF DIREITOS -CISÃO AVERBADO
1505;REQ PESQ/TRANSF DIREITOS -CISÃO NEGADO PUBL
1506;REQ PESQ/TRANSF DIREITOS -FUSÃO PROTOC
1507;REQ PESQ/TRANSF DIREITOS -FUSÃO APROVADA PUBL
1508;REQ PESQ/TRANSF DIREITOS -FUSÃO NEGADO PUBL
1509;REQ PESQ/TRANSF DIREITOS -FUSÃO AVERBADO
1510;REQ PESQ/TRANSF DIREITOS -INCORPORAÇÃO PROTOC
1511;REQ PESQ/TRANSF DIREITOS -INCORPORAÇÃO APROVADO PUBL
1512;REQ PESQ/TRANSF DIREITOS -INCORPORAÇÃO NEGADO PUBL
1513;REQ PESQ/TRANSF DIREITOS -INCORPORAÇÃO AVERBADO
1514;REQ PESQ/TRANSF DIREITOS -FALÊNCIA PROTOC
1515;REQ PESQ/TRANSF DIREITOS -FALÊNCIA APROVADO PUBL
1516;REQ PESQ/TRANSF DIREITOS -FALÊNCIA NEGADO PUBL
1517;REQ PESQ/TRANSF DIREITOS -FALÊNCIA AVERBADO
1518;REQ PESQ/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS PROTOC
1519;REQ PESQ/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS APROVAD PUBL
1520;REQ PESQ/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS NEGADO PUBL
1521;REQ PESQ/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS AVERBADO
1522;AUT PESQ/TRANSF DIREITOS -CISÃO PROTOC
1523;AUT PESQ/TRANSF DIREITOS -CISÃO APROVADA PUBL
1524;AUT PESQ/TRANSF DIREITOS -CISÃO AVERBADA
1525;AUT PESQ/TRANSF DIREITOS -CISÃO NEGADO PUBL
1526;AUT PESQ/TRANSF DIREITOS -FUSÃO PROTOC
1527;AUT PESQ/TRANSF DIREITOS -FUSÃO APROVADA PUBL
1528;AUT PESQ/TRANSF DIREITOS -FUSÃO NEGADO PUBL
1529;AUT PESQ/TRANSF DIREITOS -FUSÃO AVERBADO
1530;AUT PESQ/TRANSF DIREITOS -INCORPORAÇÃO PROTOC
1531;AUT PESQ/TRANSF DIREITOS -INCORPORAÇÃO APROVADA PUBL
1532;AUT PESQ/TRANSF DIREITOS -INCORPORAÇÃO NEGADA PUBL
1533;AUT PESQ/TRANSF DIREITOS -INCORPORAÇÃO AVERBADA
1534;AUT PESQ/TRANSF DIREITOS -FALÊNCIA PROTOC
1535;AUT PESQ/TRANSF DIREITOS -FALÊNCIA APROVADO PUBL
1536;AUT PESQ/TRANSF DIREITOS -FALÊNCIA NEGADO PUBL
1537;AUT PESQ/TRANSF DIREITOS -FALÊNCIA AVERBADO
1538;AUT PESQ/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS PROTOC
1539;AUT PESQ/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS APROV PUBL
1540;AUT PESQ/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS NEGADO PUBL
1541;AUT PESQ/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS AVERB
1542;REQ LAV/TRANSF DIREITOS -CISÃO PROTOC
1543;REQ LAV/TRANSF DIREITOS -CISÃO APROVADO PUBL
1544;REQ LAV/TRANSF DIREITOS -CISÃO AVERBADO
1545;REQ LAV/TRANSF DIREITOS -CISÃO NEGADO PUBL
1546;REQ LAV/TRANSF DIREITOS -FUSÃO PROTOC
1547;REQ LAV/TRANSF DIREITOS -FUSÃO APROVADO PUBL
1548;REQ LAV/TRANSF DIREITOS -FUSÃO NEGADO PUBL
1549;REQ LAV/TRANSF DIREITOS -FUSÃO AVERBADO
1550;REQ LAV/TRANSF DIREITOS -INCORPORAÇÃO PROTOC
1551;REQ LAV/TRANSF DIREITOS -INCORPORAÇÃO APROVADO PUBL
1552;REQ LAV/TRANSF DIREITOS -INCORPORAÇÃO NEGADO PUBL
1553;REQ LAV/TRANSF DIREITOS -INCORPORAÇÃO AVERBADO
1554;REQ LAV/TRANSF DIREITOS -FALÊNCIA PROTOC
1555;REQ LAV/TRANSF DIREITOS -FALÊNCIA APROVADO PUBL
1556;REQ LAV/TRANSF DIREITOS -FALÊNCIA NEGADO PUBL
1557;REQ LAV/TRANSF DIREITOS -FALÊNCIA AVERBADO
1558;REQ LAV/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS PROTOC
1559;REQ LAV/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS APROV PUBL
1560;REQ LAV/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS NEGADO PUBL
1561;REQ LAV/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS AVERBADO
1562;CONC LAV/TRANSF DIREITOS -CISÃO PROTOC
1563;CONC LAV/TRANSF DIREITOS -CISÃO APROVADO PUBL
1564;CONC LAV/TRANSF DIREITOS -CISÃO AVERBADO
1565;CONC LAV/TRANSF DIREITOS -CISÃO NEGADO PUBL
1566;CONC LAV/TRANSF DIREITOS -FUSÃO PROTOC
1567;CONC LAV/TRANSF DIREITOS -FUSÃO APROVADO PUBL
1568;CONC LAV/TRANSF DIREITOS -FUSÃO NEGADO PUBL
1569;CONC LAV/TRANSF DIREITOS -FUSÃO AVERBADO
1570;CONC LAV/TRANSF DIREITOS -INCORPORAÇÃO PROTOC
1571;CONC LAV/TRANSF DIREITOS -INCORPORAÇÃO APROVADA PUBL
1572;CONC LAV/TRANSF DIREITOS -INCORPORAÇÃO NEGADA PUBL
1573;CONC LAV/TRANSF DIREITOS -INCORPORAÇÃO AVERBADA
1574;CONC LAV/TRANSF DIREITOS -FALÊNCIA PROTOC
1575;CONC LAV/TRANSF DIREITOS -FALÊNCIA APROVADO PUBL
1576;CONC LAV/TRANSF DIREITOS -FALÊNCIA NEGADO PUBL
1577;CONC LAV/TRANSF DIREITOS -FALÊNCIA AVERBADO
1578;CONC LAV/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS PROTOC
1579;CONC LAV/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS APROV PUBL
1580;CONC LAV/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS NEGADO PUBL
1581;CONC LAV/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS AVERB
1582;REQ LICEN/TRANSF DIREITOS -CISÃO PROTOC
1583;REQ LICEN/TRANSF DIREITOS -CISÃO APROVADO PUBL
1584;REQ LICEN/TRANSF DIREITOS -CISÃO AVERBADO
1585;REQ LICEN/TRANSF DIREITOS -CISÃO NEGADO PUBL
1586;REQ LICEN/TRANSF DIREITOS -FUSÃO PROTOC
1587;REQ LICEN/TRANSF DIREITOS -FUSÃO APROVADO(A) PUBL
1588;REQ LICEN/TRANSF DIREITOS -FUSÃO NEGADO PUBL
1589;REQ LICEN/TRANSF DIREITOS -FUSÃO AVERBADO
1590;REQ LICEN/TRANSF DIREITOS -INCORPORAÇÃO PROTOC
1591;REQ LICEN/TRANSF DIREITOS -INCORPORAÇÃO APROVADO PUBL
1592;REQ LICEN/TRANSF DIREITOS -INCORPORAÇÃO NEGADO PUBL
1593;REQ LICEN/TRANSF DIREITOS -INCORPORAÇÃO AVERBADO
1594;REQ LICEN/TRANSF DIREITOS -FALÊNCIA PROTOC
1595;REQ LICEN/TRANSF DIREITOS -FALÊNCIA APROVADO(A) PUBL
1596;REQ LICEN/TRANSF DIREITOS -FALÊNCIA NEGADO PUBL
1597;REQ LICEN/TRANSF DIREITOS -FALÊNCIA AVERBADO
1598;REQ LICEN/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS PROTOC
1599;REQ LICEN/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS APROVA PUBL
1600;REQ LICEN/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS NEGA PUBL
1601;REQ LICEN/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS AVERB
1602;LICEN/TRANSF DIREITOS -CISÃO PROTOC
1603;LICEN/TRANSF DIREITOS -CISÃO APROVADO(A) PUBL
1604;LICEN/TRANSF DIREITOS -CISÃO AVERBADO
1605;LICEN/TRANSF DIREITOS -CISÃO NEGADO PUBL
1606;LICEN/TRANSF DIREITOS -FUSÃO PROTOC
1607;LICEN/TRANSF DIREITOS -FUSÃO APROVADO(A) PUBL
1608;LICEN/TRANSF DIREITOS -FUSÃO NEGADO PUBL
1609;LICEN/TRANSF DIREITOS -FUSÃO AVERBADO
1610;LICEN/TRANSF DIREITOS -INCORPORAÇÃO PROTOC
1611;LICEN/TRANSF DIREITOS -INCORPORAÇÃO APROVADA PUBL
1612;LICEN/TRANSF DIREITOS -INCORPORAÇÃO NEGADO PUBL
1613;LICEN/TRANSF DIREITOS -INCORPORAÇÃO AVERBADO
1614;LICEN/TRANSF DIREITOS -FALÊNCIA PROTOC
1615;LICEN/TRANSF DIREITOS -FALÊNCIA APROVADO PUBL
1616;LICEN/TRANSF DIREITOS -FALÊNCIA NEGADO PUBL
1617;LICEN/TRANSF DIREITOS -FALÊNCIA AVERBADO
1618;LICEN/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS PROTOC
1619;LICEN/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS APROVADO PUBL
1620;LICEN/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS NEGADO PUBL
1621;LICEN/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS AVERBADO
1622;REQ PLG/TRANSF DIREITOS -CISÃO PROTOC
1623;REQ PLG/TRANSF DIREITOS -CISÃO APROVADO(A) PUBL
1624;REQ PLG/TRANSF DIREITOS -CISÃO AVERBADO
1625;REQ PLG/TRANSF DIREITOS -CISÃO NEGADO PUBL
1626;REQ PLG/TRANSF DIREITOS -FUSÃO PROTOC
1627;REQ PLG/TRANSF DIREITOS -FUSÃO APROVADO(A) PUBL
1628;REQ PLG/TRANSF DIREITOS -FUSÃO NEGADO PUBL
1629;REQ PLG/TRANSF DIREITOS -FUSÃO AVERBADO
1630;REQ PLG/TRANSF DIREITOS -INCORPORAÇÃO PROTOC
1631;REQ PLG/TRANSF DIREITOS -INCORPORAÇÃO APROVADO(A) PUBL
1632;REQ PLG/TRANSF DIREITOS -INCORPORAÇÃO NEGADO PUBL
1633;REQ PLG/TRANSF DIREITOS -INCORPORAÇÃO AVERBADO
1634;REQ PLG/TRANSF DIREITOS -FALÊNCIA PROTOC
1635;REQ PLG/TRANSF DIREITOS -FALÊNCIA APROVADO(A) PUBL
1636;REQ PLG/TRANSF DIREITOS -FALÊNCIA NEGADO PUBL
1637;REQ PLG/TRANSF DIREITOS -FALÊNCIA AVERBADO
1638;REQ PLG/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS PROTOC
1639;REQ PLG/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS APROVADO PUBL
1640;REQ PLG/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS NEGADO PUBL
1641;REQ PLG/TRANSF DIREITOS -SUCESSÃO CAUSA MORTIS AVERBADO
1642;PLG/TRANSF DIREITOS -CISÃO PROTOC
1643;PLG/TRANSF DIREITOS -CISÃO APROVADO(A) PUBL
1644;PLG/TRANSF DIREITOS -CISÃO AVERBADO
1645;PLG/TRANSF DIREITOS -CISÃO NEGADO PUBL
1646;PLG/TRANSF DIREITOS -FUSÃO PROTOC
1647;PLG/TRANSF DIREITOS -FUSÃO APROVADO(A) PUBL
1648;PLG/TRANSF DIREITOS -FUSÃO NEGADO PUBL
1649;PLG/TRANSF DIREITOS -FUSÃO AVERBADO
1650;PLG/TRANSF DIREITOS -INCORPORAÇÃO PROTOC
1651;PLG/TRANSF DIREITOS -INCORPORAÇÃO APROVADO(A) PUBL
1652;PLG/TRANSF DIREITOS -INCORPORAÇÃO NEGADO PUBL
1653;PLG/TRANSF DIREITOS -INCORPORAÇÃO AVERBADO
1654;PLG/TRANSF DIREITOS -FALÊNCIA PROTOC
