DSProcesso;DSProcessoAssociado;IDTipoAssociacao;DTAssociacao;DTDesassociacao;OBAssociacao
820.754/2017;300.943/2021;8;2021-09-23;;*
820.754/2017;868.071/2020;2;2020-06-04;;*
820.754/2021;820.456/2022;9;2022-09-29;;*
820.754/2021;820.509/2023;9;2023-08-31;;*
820.755/2001;300.539/2009;8;2009-08-06;;*
820.755/2001;300.540/2009;8;2009-08-06;;*
820.755/2010;302.665/2015;8;2015-09-11;;*
820.755/2011;821.342/2011;9;2011-12-16;;*
820.756/1998;820.025/2009;9;2009-01-19;;*
820.756/2021;820.420/2022;9;2022-08-29;;*
820.757/1988;820.973/2013;8;2013-09-16;;*
820.757/2002;300.184/2012;8;2012-02-15;;*
820.757/2002;300.185/2012;8;2012-02-15;;*
820.757/2006;300.117/2017;8;2017-02-09;;*
820.757/2006;820.726/2024;8;2024-11-25;;*
820.757/2007;820.821/2024;8;2024-12-09;;*
820.757/2009;300.326/2018;8;2018-04-02;;*
820.757/2009;300.327/2018;8;2018-04-02;;*
820.757/2009;820.950/2014;2;2014-09-09;;*
820.757/2010;820.383/2012;9;2012-03-27;;*
820.757/2012;300.444/2017;8;2017-05-02;;*
820.757/2012;300.445/2017;8;2017-05-02;;*
820.757/2016;300.980/2022;8;2022-08-23;;*
820.758/2003;820.299/2018;2;2018-05-14;;*
820.758/2006;300.614/2011;8;2011-07-11;;*
820.758/2006;300.615/2011;8;2011-07-11;;*
820.758/2008;820.301/2018;8;2018-05-14;;*
820.758/2009;300.331/2018;8;2018-04-02;;*
820.758/2016;300.320/2022;8;2022-02-22;;*
820.758/2016;300.321/2022;8;2022-02-22;;*
820.758/2017;820.382/2023;2;2023-06-07;;*
820.758/2017;820.388/2023;2;2023-06-12;;*
820.759/2008;820.207/2021;8;2021-05-28;;*
820.759/2014;820.816/2015;9;2015-08-17;;*
820.759/2017;820.314/2024;2;2024-07-08;;*
810.756/2015;810.855/2017;9;2017-10-02;;*
810.756/2021;810.326/2022;9;2022-05-16;;*
810.757/2007;300.139/2018;8;2018-02-08;;*
810.757/2015;810.856/2017;9;2017-10-02;;*
810.758/2015;810.857/2017;9;2017-10-02;;*
810.758/2017;810.992/2024;8;2024-11-18;;*
810.759/2009;810.433/2016;8;2016-05-12;;*
810.759/2011;810.432/2021;8;2021-06-14;;*
810.759/2011;810.689/2015;2;2015-06-11;;*
810.759/2015;810.858/2017;9;2017-10-02;;*
810.759/2021;300.585/2023;8;2023-07-27;;*
810.759/2021;810.085/2022;2;2022-02-11;;*
810.759/2021;810.347/2023;9;2023-06-05;;*
810.760/2010;811.367/2011;9;2015-09-29;;*
810.760/2015;810.859/2017;9;2017-10-02;;*
810.761/2005;810.360/2023;9;2023-06-07;;*
810.761/2009;810.329/2013;9;2013-03-21;;*
810.761/2015;810.860/2017;9;2017-10-02;;*
810.762/2015;810.862/2017;9;2017-10-02;;*
810.763/2014;300.552/2019;8;2019-07-09;;*
810.763/2015;810.863/2017;9;2017-10-02;;*
810.764/2015;810.864/2017;9;2017-10-02;;*
810.764/2017;810.477/2019;9;2019-09-27;;*
810.764/2019;811.057/2021;9;2021-11-08;;*
810.765/2015;810.865/2017;9;2017-10-02;;*
810.765/2021;810.875/2022;9;2022-11-21;;*
810.766/2011;811.210/2012;9;2012-09-12;;*
810.766/2015;810.866/2017;9;2017-10-02;;*
810.767/1980;810.882/2009;8;2009-10-16;;*
810.767/2005;810.911/2016;8;2016-08-16;;*
810.767/2015;810.867/2017;9;2017-10-02;;*
810.767/2021;810.205/2023;9;2023-04-04;;*
810.767/2021;810.855/2023;9;2023-12-24;;*
810.768/2015;810.868/2017;9;2017-10-02;;*
810.769/2015;810.869/2017;9;2017-10-02;;*
810.769/2021;810.873/2022;9;2022-11-21;;*
810.770/2015;810.870/2017;9;2017-10-02;;*
810.770/2020;810.193/2025;9;2025-03-31;;*
810.771/2007;300.667/2017;8;2017-07-13;;*
810.771/2015;810.871/2017;9;2017-10-02;;*
810.772/2006;811.510/2015;8;2015-10-26;;*
810.772/2015;810.872/2017;9;2017-10-02;;*
810.772/2020;300.449/2021;8;2021-05-03;;*
810.772/2020;810.244/2021;9;2021-04-16;;*
810.773/2006;811.511/2015;8;2015-10-26;;*
810.773/2015;810.873/2017;9;2017-10-02;;*
810.773/2017;810.336/2021;8;2021-05-24;;*
810.773/2023;810.949/2025;9;2025-12-05;;*
810.774/2006;811.512/2015;8;2015-10-26;;*
810.774/2015;810.874/2017;9;2017-10-02;;*
810.776/2011;300.515/2012;8;2012-05-21;;*
810.777/2016;810.350/2017;2;2017-05-16;;*
810.778/2010;810.771/2016;8;2016-07-18;;*
810.781/2010;810.775/2016;8;2016-07-18;;*
810.781/2017;810.498/2021;8;2021-06-21;;*
810.781/2017;810.501/2021;8;2021-06-21;;*
810.782/2010;810.773/2016;8;2016-07-18;;*
810.782/2019;810.015/2020;9;2020-01-14;;*
810.782/2020;810.766/2024;9;2024-09-27;;*
810.782/2020;810.923/2024;9;2024-11-06;;*
810.782/2020;810.924/2021;9;2021-09-22;;*
810.783/2010;810.774/2016;8;2016-07-18;;*
810.783/2020;810.759/2024;9;2024-09-27;;*
810.783/2020;810.924/2024;9;2024-11-06;;*
810.783/2020;810.925/2021;9;2021-09-22;;*
810.784/2010;810.772/2016;8;2016-07-18;;*
810.784/2011;811.709/2012;9;2012-12-18;;*
810.784/2018;301.090/2025;8;2025-12-02;;*
810.784/2021;301.405/2022;8;2022-12-22;;*
810.785/2010;810.438/2016;8;2016-05-12;;*
810.785/2015;810.861/2017;9;2017-10-02;;*
810.786/2010;810.445/2016;8;2016-05-12;;*
810.786/2016;810.949/2024;8;2024-11-13;;*
810.787/2011;810.006/2012;9;2012-01-06;;*
810.788/2020;810.843/2025;9;2025-10-24;;*
810.789/2018;811.084/2024;8;2024-12-04;;*
810.789/2020;810.719/2025;9;2025-09-25;;*
810.790/2008;300.167/2011;8;2011-02-28;;*
810.790/2014;811.033/2024;8;2024-11-22;;*
810.790/2018;300.677/2021;8;2021-07-01;;*
810.790/2018;810.056/2020;2;2020-02-12;;*
810.790/2018;810.057/2020;2;2020-02-12;;*
810.790/2018;810.059/2020;2;2020-02-12;;*
810.790/2018;810.240/2019;2;2019-05-31;;*
810.792/2008;810.407/2009;9;2009-05-27;;*
810.792/2019;300.055/2021;8;2021-01-21;;*
810.794/2012;811.633/2015;8;2015-11-19;;*
810.794/2016;811.443/2012;5;2023-02-22;;*
810.794/2019;810.237/2021;9;2021-04-13;;*
810.794/2021;810.926/2022;9;2022-12-09;;*
810.795/2009;811.503/2013;8;2013-12-16;;*
810.795/2011;810.131/2013;9;2013-02-08;;*
810.795/2012;811.623/2015;8;2015-11-17;;*
810.796/2005;811.071/2011;9;2011-09-12;;*
810.796/2013;811.112/2013;9;2013-09-19;;*
810.797/2009;811.506/2013;8;2013-12-16;;*
810.797/2011;810.817/2021;8;2021-08-31;;*
810.797/2015;810.462/2016;9;2016-05-19;;*
810.798/2009;810.824/2011;9;2011-07-15;;*
810.798/2019;810.671/2020;9;2020-11-04;;*
810.798/2021;810.200/2022;9;2022-03-28;;*
810.799/2009;811.515/2012;2;2012-11-06;;*
810.799/2009;811.516/2012;2;2012-11-06;;*
810.799/2009;811.517/2012;2;2012-11-06;;*
810.800/2006;811.509/2011;8;2011-12-23;;*
810.800/2006;811.510/2011;8;2011-12-23;;*
810.800/2006;811.511/2011;8;2011-12-23;;*
810.800/2006;811.512/2011;8;2011-12-23;;*
810.801/2007;810.379/2010;8;2010-04-29;;*
810.801/2022;810.028/2025;9;2025-01-21;;*
810.802/2014;811.073/2024;8;2024-12-03;;*
810.802/2017;810.415/2021;8;2021-06-11;;*
810.802/2019;810.315/2020;9;2020-06-04;;*
810.803/2012;810.429/2013;2;2013-04-17;;*
810.803/2013;810.288/2018;9;2018-04-19;;*
810.803/2021;300.693/2022;8;2022-05-16;;*
810.803/2021;810.512/2023;9;2023-08-11;;*
810.804/2007;300.611/2013;8;2013-07-01;;*
810.805/2007;810.048/2024;2;2024-01-26;;*
810.805/2007;810.169/2024;2;2024-03-20;;*
810.806/2008;810.408/2012;8;2012-03-19;;*
810.806/2009;810.627/2012;9;2012-05-17;;*
810.806/2015;810.356/2021;8;2021-05-30;;*
810.806/2019;811.076/2021;9;2021-11-09;;*
810.807/2002;300.151/2024;8;2024-02-26;;*
810.807/2008;811.105/2012;2;2012-07-18;;*
810.807/2009;811.089/2009;2;2009-11-24;;*
810.807/2009;811.186/2010;2;2010-12-01;;*
810.807/2015;810.973/2024;8;2024-11-13;;*
810.807/2019;811.144/2021;9;2021-11-29;;*
810.809/2013;810.346/2015;9;2015-03-20;;*
810.809/2017;810.381/2021;8;2021-06-02;;*
810.809/2022;810.314/2025;2;2025-05-13;;*
810.810/2007;810.322/2011;2;2011-04-27;;*
810.810/2007;810.323/2011;2;2011-04-27;;*
810.810/2007;810.324/2011;2;2011-04-27;;*
810.810/2013;810.583/2021;9;2021-07-14;;*
810.811/2015;810.721/2018;9;2018-09-11;;*
810.811/2021;810.932/2022;2;2022-12-12;;*
810.812/2008;811.193/2016;8;2016-11-09;;*
810.812/2012;811.127/2014;8;2014-09-10;;*
810.812/2015;810.796/2022;8;2022-10-17;;*
810.812/2016;301.128/2025;8;2025-12-04;;*
810.812/2020;300.826/2023;8;2023-11-09;;*
810.812/2020;810.595/2023;9;2023-09-27;;*
810.813/2008;811.194/2016;8;2016-11-09;;*
810.813/2012;811.049/2021;8;2021-11-04;;*
810.813/2013;811.293/2014;2;2014-10-21;;*
810.813/2013;811.294/2014;2;2014-10-21;;*
810.813/2013;811.295/2014;2;2014-10-21;;*
810.813/2013;811.296/2014;2;2014-10-21;;*
810.813/2013;811.297/2014;2;2014-10-21;;*
810.813/2014;811.072/2024;8;2024-12-03;;*
810.814/2008;811.284/2012;8;2012-09-19;;*
810.814/2014;811.162/2024;8;2024-12-10;;*
810.814/2016;300.967/2024;8;2024-10-22;;*
810.814/2017;810.875/2017;9;2017-10-02;;*
810.815/2006;810.795/2023;9;2023-12-02;;*
810.815/2008;302.274/2015;8;2015-05-07;;*
810.815/2008;810.791/2021;8;2021-08-30;;*
810.815/2015;810.006/2021;8;2021-02-22;;*
810.815/2016;300.968/2024;8;2024-10-22;;*
810.815/2017;810.877/2017;9;2017-10-02;;*
810.815/2023;810.469/2024;2;2024-07-08;;*
810.815/2023;811.511/2024;9;2024-12-19;;*
810.816/2006;810.040/2025;2;2025-01-28;;*
810.816/2006;810.060/2017;2;2017-01-27;;*
810.816/2006;810.169/2016;2;2016-02-26;;*
810.816/2006;810.406/2019;2;2019-08-28;;*
810.816/2006;810.502/2016;2;2016-05-31;;*
810.816/2006;810.687/2016;2;2016-07-08;;*
810.816/2006;810.801/2017;2;2017-09-27;;*
810.816/2006;810.847/2016;2;2016-08-01;;*
810.816/2006;810.849/2016;2;2016-08-01;;*
810.816/2006;810.850/2016;2;2016-08-01;;*
810.816/2006;810.851/2016;2;2016-08-01;;*
810.816/2017;810.876/2017;9;2017-10-02;;*
810.816/2021;300.365/2024;8;2024-04-29;;*
810.816/2021;300.366/2024;8;2024-04-29;;*
810.817/1980;810.786/2022;8;2022-10-14;;*
810.817/2021;300.704/2023;8;2023-09-29;;*
810.818/2002;810.598/2010;9;2010-06-21;;*
810.818/2006;810.803/2015;2;2015-06-29;;*
810.818/2006;810.947/2024;8;2024-11-13;;*
810.818/2015;811.007/2024;8;2024-11-19;;*
810.819/2002;810.615/2009;8;2009-07-23;;*
810.819/2006;302.456/2015;8;2015-07-10;;*
810.819/2021;810.741/2023;9;2023-11-07;;*
810.820/2006;810.328/2014;8;2014-04-02;;*
810.820/2010;810.087/2011;9;2011-02-15;;*
810.820/2012;810.331/2021;8;2021-05-20;;*
810.820/2012;810.332/2021;8;2021-05-20;;*
810.820/2017;811.356/2024;8;2024-12-11;;*
810.821/2010;810.933/2011;2;2011-08-09;;*
810.821/2010;811.628/2012;9;2012-12-04;;*
810.821/2020;301.276/2022;8;2022-11-16;;*
810.821/2021;810.742/2023;9;2023-11-07;;*
810.821/2023;810.860/2025;9;2025-10-28;;*
810.821/2023;810.919/2025;9;2025-11-20;;*
810.822/2013;811.465/2014;9;2014-11-20;;*
810.822/2015;811.660/2015;9;2015-11-25;;*
810.823/2021;810.743/2023;9;2023-11-07;;*
810.824/2011;810.178/2015;8;2015-02-13;;*
810.824/2013;810.913/2017;9;2017-10-06;;*
810.825/2013;810.914/2017;9;2017-10-06;;*
810.825/2021;810.744/2023;9;2023-11-07;;*
810.826/2013;810.915/2017;9;2017-10-06;;*
810.826/2021;810.745/2023;9;2023-11-07;;*
810.827/2011;810.949/2011;9;2011-08-12;;*
810.827/2013;810.916/2017;9;2017-10-06;;*
810.827/2021;810.746/2023;9;2023-11-07;;*
810.828/2008;301.107/2021;8;2021-11-08;;*
810.828/2008;301.108/2021;8;2021-11-08;;*
810.828/2013;810.434/2015;9;2015-04-14;;*
810.829/2007;810.325/2012;8;2012-02-24;;*
810.829/2008;810.290/2011;5;2016-01-15;;*
840.134/2007;840.355/2011;8;2011-05-24;;*
840.134/2017;840.357/2021;8;2021-12-13;;*
840.135/2002;840.069/2011;9;2011-02-17;;*
840.135/2002;840.438/2013;9;2013-10-08;;*
840.135/2009;300.228/2012;8;2012-02-24;;*
840.135/2014;300.100/2017;8;2017-02-06;;*
840.135/2017;300.142/2021;8;2021-02-10;;*
840.135/2024;840.476/2024;9;2024-12-10;;*
840.136/2018;300.554/2025;8;2025-07-10;;*
840.136/2018;840.246/2022;9;2022-11-25;;*
840.136/2020;840.024/2021;9;2021-02-22;;*
840.138/2016;840.127/2021;8;2021-06-20;;*
840.139/2008;300.441/2014;8;2014-07-02;;*
840.139/2009;840.269/2009;9;2009-09-29;;*
840.139/2015;840.343/2024;8;2024-11-13;;*
840.139/2016;840.111/2021;8;2021-06-16;;*
840.140/2011;840.203/2021;8;2021-08-23;;*
840.140/2016;840.129/2021;8;2021-06-20;;*
840.141/2009;840.274/2009;9;2009-10-01;;*
840.141/2010;300.500/2016;8;2016-05-25;;*
840.141/2010;300.501/2016;8;2016-05-25;;*
840.141/2011;840.204/2021;8;2021-08-23;;*
840.141/2016;840.506/2017;9;2017-11-13;;*
840.141/2024;300.281/2025;8;2025-04-24;;*
840.141/2024;300.282/2025;8;2025-04-24;;*
840.141/2024;300.283/2025;8;2025-04-24;;*
840.141/2024;840.024/2025;9;2025-01-23;;*
840.141/2024;840.247/2024;2;2024-09-23;;*
840.142/2006;840.185/2012;9;2012-03-26;;*
840.142/2022;840.200/2024;9;2024-07-02;;*
840.143/1996;846.059/2018;2;2018-05-07;;*
840.145/2015;840.210/2021;8;2021-08-23;;*
840.145/2019;840.029/2020;9;2020-04-02;;*
840.147/2010;840.045/2016;8;2016-02-17;;*
840.147/2011;840.205/2021;8;2021-08-23;;*
840.147/2016;840.507/2017;9;2017-11-13;;*
840.148/2010;840.043/2016;8;2016-02-17;;*
840.148/2011;840.206/2021;8;2021-08-23;;*
840.148/2013;840.080/2016;8;2016-03-03;;*
840.149/2010;840.055/2016;8;2016-02-22;;*
840.149/2012;840.641/2012;9;2012-07-11;;*
840.149/2016;840.508/2017;9;2017-11-13;;*
840.149/2017;840.224/2018;9;2018-07-31;;*
840.150/2013;302.579/2015;8;2015-08-18;;*
840.150/2016;840.509/2017;9;2017-11-13;;*
840.151/2016;840.128/2021;8;2021-06-20;;*
840.152/2009;840.354/2024;8;2024-11-22;;*
840.152/2016;840.510/2017;9;2017-11-14;;*
840.152/2020;840.343/2021;9;2021-12-07;;*
840.153/2010;300.139/2014;8;2014-02-26;;*
840.153/2016;840.511/2017;9;2017-11-14;;*
840.153/2017;840.400/2024;8;2024-12-05;;*
840.154/2010;840.136/2014;8;2014-06-04;;*
840.154/2011;840.207/2021;8;2021-08-23;;*
840.154/2017;840.383/2024;8;2024-12-03;;*
840.155/2012;840.373/2016;8;2016-12-13;;*
840.156/2007;840.337/2013;8;2013-07-15;;*
840.156/2011;840.209/2021;8;2021-08-23;;*
840.157/2011;840.211/2021;8;2021-08-23;;*
840.157/2017;300.127/2020;8;2020-02-04;;*
840.157/2017;840.160/2019;9;2019-12-06;;*
840.158/2017;840.154/2019;9;2019-12-05;;*
840.158/2024;301.212/2025;8;2025-12-22;;*
840.162/2010;840.397/2013;2;2013-08-29;;*
840.163/2008;840.184/2009;2;2009-08-12;;*
840.163/2008;840.863/2011;2;2011-08-23;;*
840.163/2008;840.864/2011;2;2011-08-23;;*
840.163/2008;840.865/2011;2;2011-08-23;;*
840.163/2008;840.992/2011;2;2011-10-11;;*
840.163/2008;840.993/2011;2;2011-10-11;;*
840.163/2014;840.253/2021;8;2021-08-31;;*
840.163/2023;840.069/2024;9;2024-03-05;;*
840.164/2023;840.112/2025;9;2025-05-22;;*
840.165/2014;840.251/2021;8;2021-08-31;;*
840.166/2011;300.497/2019;8;2019-06-25;;*
840.166/2014;840.105/2021;8;2021-06-15;;*
840.166/2015;840.183/2022;8;2022-10-11;;*
840.166/2018;840.190/2018;9;2018-05-23;;*
840.167/1990;300.103/2016;8;2016-02-15;;*
840.167/1990;846.353/2024;8;2024-11-26;;*
840.167/2011;300.498/2019;8;2019-06-25;;*
840.167/2011;300.499/2019;8;2019-06-25;;*
840.167/2021;840.284/2021;2;2021-10-24;;*
840.168/2007;840.342/2011;8;2011-05-19;;*
840.168/2011;300.500/2019;8;2019-06-25;;*
840.168/2011;300.501/2019;8;2019-06-25;;*
840.168/2021;840.264/2024;2;2024-10-08;;*
840.169/2007;840.345/2011;8;2011-05-19;;*
840.169/2013;840.406/2024;8;2024-12-06;;*
840.169/2016;840.342/2018;9;2018-12-04;;*
840.169/2024;300.023/2026;8;2026-01-21;;*
840.169/2024;840.343/2025;9;2025-12-18;;*
840.170/2007;840.331/2011;8;2011-05-17;;*
840.170/2014;300.351/2020;8;2020-04-09;;*
840.170/2016;840.230/2021;8;2021-08-31;;*
840.170/2024;840.276/2024;2;2024-10-23;;*
840.171/2004;841.078/2011;9;2011-11-21;;*
840.171/2009;840.070/2010;9;2010-01-20;;*
840.171/2014;840.240/2015;8;2015-09-22;;*
840.171/2016;840.231/2021;8;2021-08-31;;*
840.172/2009;840.077/2010;9;2010-01-25;;*
840.172/2011;840.087/2015;9;2015-05-20;;*
840.172/2015;840.229/2018;9;2018-08-08;;*
840.173/2009;300.085/2011;8;2011-02-10;;*
840.173/2009;300.086/2011;8;2011-02-10;;*
840.174/2015;840.060/2016;9;2016-02-22;;*
840.174/2016;300.535/2020;8;2020-05-19;;*
840.174/2021;840.271/2021;9;2021-09-26;;*
840.175/2008;300.148/2013;8;2013-02-15;;*
840.175/2010;840.107/2021;8;2021-06-16;;*
840.175/2024;840.326/2024;9;2024-11-07;;*
840.176/2009;840.069/2010;9;2010-01-20;;*
840.176/2018;840.146/2019;9;2019-11-14;;*
840.177/2009;840.267/2009;9;2009-09-29;;*
840.177/2010;302.336/2015;8;2015-05-26;;*
840.177/2023;840.067/2024;9;2024-03-05;;*
840.178/2018;840.147/2019;9;2019-11-14;;*
840.179/2013;840.354/2013;9;2013-07-23;;*
840.179/2014;300.357/2020;8;2020-04-13;;*
840.179/2014;300.358/2020;8;2020-04-13;;*
840.179/2019;840.041/2020;9;2020-06-09;;*
840.180/2019;840.042/2020;9;2020-06-09;;*
840.181/2009;300.183/2014;8;2014-03-24;;*
840.181/2011;302.546/2015;8;2015-08-10;;*
840.181/2011;302.547/2015;8;2015-08-10;;*
840.181/2021;840.021/2022;2;2022-02-12;;*
840.182/2007;840.348/2011;8;2011-05-19;;*
840.183/2007;840.347/2011;8;2011-05-19;;*
840.183/2010;300.173/2014;8;2014-03-20;;*
840.185/2007;300.115/2010;8;2010-02-22;;*
840.185/2013;840.292/2016;8;2016-09-20;;*
840.185/2015;840.202/2017;2;2017-07-07;;*
840.185/2015;840.208/2016;2;2016-07-21;;*
840.185/2015;840.273/2017;2;2017-09-22;;*
840.185/2023;840.331/2023;9;2023-10-30;;*
840.186/2012;840.206/2014;9;2014-08-28;;*
840.186/2013;840.202/2016;8;2016-07-15;;*
840.186/2022;840.245/2023;2;2023-08-14;;*
840.188/2016;300.802/2021;8;2021-08-03;;*
840.188/2016;840.100/2019;2;2019-08-28;;*
840.188/2018;840.325/2021;8;2021-11-28;;*
840.189/1992;846.242/2021;8;2021-08-27;;*
840.189/2013;840.379/2016;8;2016-12-13;;*
840.190/2015;840.109/2021;8;2021-06-16;;*
840.190/2016;840.259/2017;9;2017-09-15;;*
840.191/2009;840.124/2016;2;2016-05-11;;*
840.191/2009;840.210/2016;2;2016-07-21;;*
840.191/2009;840.212/2016;2;2016-07-21;;*
840.191/2024;840.349/2024;9;2024-11-18;;*
840.192/2009;840.335/2024;8;2024-11-12;;*
840.192/2018;840.182/2020;9;2020-11-23;;*
840.193/2009;840.334/2011;2;2011-05-19;;*
840.193/2011;841.155/2011;9;2011-12-27;;*
840.195/2009;840.127/2016;2;2016-05-12;;*
840.195/2009;840.211/2016;2;2016-07-21;;*
840.196/2004;840.598/2010;8;2010-12-22;;*
840.197/2008;840.091/2016;8;2016-03-16;;*
840.198/2018;840.069/2022;9;2022-04-25;;*
840.198/2018;840.086/2020;9;2020-07-10;;*
840.199/2013;840.339/2024;8;2024-11-13;;*
840.199/2017;300.143/2020;8;2020-02-10;;*
840.199/2017;840.007/2020;9;2020-01-30;;*
840.199/2018;840.297/2018;9;2018-11-21;;*
840.200/2003;840.168/2022;9;2022-09-21;;*
840.200/2008;840.333/2013;8;2013-07-15;;*
840.200/2010;300.561/2022;8;2022-04-11;;*
840.200/2013;840.382/2024;8;2024-12-03;;*
840.200/2016;840.043/2017;9;2017-02-24;;*
840.200/2024;840.130/2025;9;2025-06-17;;*
840.201/2010;300.639/2014;8;2014-09-16;;*
840.201/2013;840.185/2021;8;2021-08-11;;*
840.201/2014;840.347/2021;8;2021-12-10;;*
840.202/2009;840.101/2016;2;2016-04-01;;*
840.202/2009;840.209/2016;2;2016-07-21;;*
840.203/2008;840.092/2016;8;2016-03-16;;*
840.203/2015;840.358/2021;8;2021-12-13;;*
840.204/2015;840.490/2017;9;2017-10-16;;*
840.204/2016;840.254/2017;9;2017-09-14;;*
840.205/2010;300.599/2014;8;2014-09-01;;*
840.205/2012;840.371/2016;8;2016-12-13;;*
840.206/2008;846.218/2022;8;2022-10-18;;*
840.206/2014;840.172/2015;9;2015-08-13;;*
840.207/2010;300.838/2017;8;2017-09-05;;*
840.207/2010;300.839/2017;8;2017-09-05;;*
840.207/2010;840.341/2024;8;2024-11-13;;*
840.209/2010;840.184/2012;8;2012-03-26;;*
840.210/2015;840.115/2021;8;2021-06-17;;*
840.211/2008;840.133/2014;8;2014-05-29;;*
840.211/2010;840.217/2012;8;2012-04-02;;*
840.211/2010;840.218/2012;8;2012-04-02;;*
840.211/2010;840.219/2012;8;2012-04-02;;*
840.214/1991;840.122/2014;2;2014-05-13;;*
840.214/1991;848.197/2014;2;2014-07-15;;*
840.215/2016;840.276/2017;2;2017-09-26;;*
840.216/2014;840.077/2015;9;2015-05-12;;*
840.216/2014;840.102/2016;9;2016-04-07;;*
860.047/2016;860.443/2021;8;2021-05-19;;*
860.048/2007;860.214/2015;8;2015-03-03;;*
860.048/2014;860.457/2022;9;2022-05-17;;*
860.049/2017;860.564/2021;8;2021-06-08;;*
860.051/2007;861.045/2011;8;2011-05-25;;*
860.052/2014;300.719/2016;8;2016-08-02;;*
860.052/2014;300.720/2016;8;2016-08-02;;*
860.052/2015;860.277/2017;2;2017-03-30;;*
860.052/2018;860.225/2022;9;2022-03-08;;*
860.052/2022;860.204/2025;9;2025-03-07;;*
860.053/2022;860.206/2025;9;2025-03-07;;*
860.054/2009;861.184/2011;2;2011-06-08;;*
860.054/2009;861.225/2010;2;2010-09-08;;*
860.054/2009;861.721/2011;2;2011-08-18;;*
860.054/2022;860.205/2025;9;2025-03-07;;*
860.055/2009;300.206/2014;8;2014-03-27;;*
860.055/2010;300.583/2016;8;2016-06-17;;*
860.055/2014;860.604/2021;8;2021-06-10;;*
860.055/2020;861.922/2024;8;2024-12-12;;*
860.056/2008;301.175/2011;8;2011-11-28;;*
860.056/2009;300.882/2012;8;2012-10-09;;*
860.056/2021;860.853/2023;9;2023-10-02;;*
860.057/2016;861.449/2024;8;2024-11-13;;*
860.058/2012;864.384/2022;8;2022-10-17;;*
860.058/2017;860.221/2021;2;2021-03-19;;*
860.058/2017;860.267/2019;2;2019-05-08;;*
860.059/2011;861.078/2014;8;2014-09-10;;*
860.059/2020;860.071/2022;2;2022-01-21;;*
860.060/2010;300.506/2016;8;2016-05-27;;*
860.060/2012;300.524/2020;8;2020-05-14;;*
860.061/2010;300.290/2016;8;2016-03-21;;*
860.061/2012;861.119/2022;8;2022-10-17;;*
860.062/2004;861.277/2010;8;2010-09-20;;*
860.062/2008;861.494/2010;8;2010-10-26;;*
860.062/2010;300.291/2016;8;2016-03-21;;*
860.062/2021;860.724/2024;2;2024-06-05;;*
860.062/2021;861.145/2024;2;2024-09-25;;*
860.063/2014;300.456/2017;8;2017-05-08;;*
860.063/2014;300.457/2017;8;2017-05-08;;*
860.063/2014;860.943/2016;2;2016-08-24;;*
860.063/2014;860.944/2016;2;2016-08-24;;*
860.064/2004;861.587/2009;8;2009-11-27;;*
860.064/2008;861.319/2012;8;2012-07-02;;*
860.064/2009;300.809/2012;8;2012-09-19;;*
860.064/2009;300.810/2012;8;2012-09-19;;*
860.064/2009;300.811/2012;8;2012-09-19;;*
860.064/2022;860.714/2023;2;2023-08-29;;*
860.065/2009;300.812/2012;8;2012-09-20;;*
860.065/2009;300.813/2012;8;2012-09-20;;*
860.065/2009;300.814/2012;8;2012-09-20;;*
860.065/2009;300.815/2012;8;2012-09-20;;*
860.065/2009;300.816/2012;8;2012-09-20;;*
860.065/2009;862.080/2011;2;2011-09-22;;*
860.065/2012;861.821/2024;8;2024-12-10;;*
860.067/2016;861.660/2024;8;2024-12-02;;*
860.068/2009;300.689/2012;8;2012-07-09;;*
860.069/2020;860.004/2022;9;2022-01-04;;*
860.070/2012;861.120/2022;8;2022-10-17;;*
860.070/2016;861.661/2024;8;2024-12-02;;*
860.070/2022;300.736/2025;8;2025-08-28;;*
860.071/2004;860.518/2010;8;2010-04-29;;*
860.071/2008;300.958/2013;8;2013-09-30;;*
860.071/2016;300.732/2018;8;2018-07-31;;*
860.071/2017;860.779/2021;8;2021-06-21;;*
860.071/2022;860.399/2022;2;2022-04-29;;*
860.071/2022;860.599/2023;2;2023-08-04;;*
860.073/2009;300.516/2012;8;2012-05-21;;*
860.073/2009;860.699/2011;2;2011-04-11;;*
860.073/2012;861.121/2022;8;2022-10-17;;*
860.073/2017;860.587/2021;8;2021-06-09;;*
860.073/2018;860.904/2018;2;2018-12-07;;*
860.073/2019;860.366/2019;9;2019-06-13;;*
860.073/2021;300.860/2025;8;2025-09-29;;*
860.073/2021;861.020/2024;2;2024-08-26;;*
860.073/2021;861.040/2024;2;2024-08-27;;*
860.074/2014;860.204/2015;8;2015-03-03;;*
860.075/2020;860.185/2024;9;2024-02-06;;*
860.075/2021;860.770/2023;2;2023-09-14;;*
860.076/2006;861.500/2014;8;2014-12-11;;*
860.076/2007;860.991/2009;8;2009-07-24;;*
860.076/2012;300.953/2017;8;2017-10-11;;*
860.076/2012;860.571/2017;2;2017-07-20;;*
860.076/2018;861.105/2021;8;2021-08-12;;*
860.076/2020;860.186/2022;9;2022-02-23;;*
860.077/2009;860.911/2016;8;2016-08-18;;*
860.077/2009;860.912/2016;8;2016-08-18;;*
860.077/2009;860.913/2016;8;2016-08-18;;*
860.077/2020;860.184/2022;9;2022-02-23;;*
860.078/2016;861.433/2016;9;2016-12-08;;*
