DSProcesso;IDCondicaoPropriedadeSolo
860.642/2008;3
860.642/2009;3
860.642/2010;3
860.642/2011;3
860.642/2012;3
860.642/2013;3
860.642/2014;3
860.642/2015;3
860.642/2016;3
860.642/2017;3
860.642/2018;5
860.642/2019;3
860.642/2021;3
860.642/2022;6
860.642/2023;3
860.642/2024;3
860.642/2025;3
860.643/2000;3
860.643/2001;5
860.643/2002;3
860.643/2003;3
860.643/2004;5
860.643/2005;3
860.643/2006;4
860.643/2007;3
860.643/2008;3
860.643/2009;3
860.643/2010;3
860.643/2011;3
860.643/2012;5
860.643/2013;3
860.643/2014;3
860.643/2015;3
860.643/2016;3
860.643/2017;3
860.643/2018;3
860.643/2019;3
860.643/2020;3
860.643/2021;3
860.643/2022;3
860.643/2023;3
860.643/2024;3
860.643/2025;3
860.644/2000;3
860.644/2001;3
860.644/2002;3
860.644/2003;6
860.644/2004;6
860.644/2005;3
860.644/2006;3
860.644/2007;6
860.644/2008;3
860.644/2009;3
860.644/2010;3
860.644/2011;3
860.644/2012;3
860.644/2013;3
860.644/2014;3
860.644/2015;3
860.644/2016;3
860.644/2017;3
860.644/2018;3
860.644/2019;3
860.644/2020;3
860.644/2021;5
860.644/2022;3
860.644/2023;3
860.644/2024;3
860.644/2025;3
860.645/2000;3
860.645/2001;3
860.645/2002;3
860.645/2003;3
860.645/2004;5
860.645/2005;3
860.645/2006;3
860.645/2007;6
860.645/2008;3
860.645/2009;3
860.645/2010;3
860.645/2011;3
860.645/2012;5
860.645/2013;3
860.645/2014;3
860.645/2015;3
860.645/2016;3
860.645/2017;3
860.645/2018;3
860.645/2019;3
860.645/2020;5
860.645/2021;3
860.645/2022;5
860.645/2023;3
860.645/2024;3
860.645/2025;3
860.646/2000;3
860.646/2001;3
860.646/2002;3
860.646/2003;5
860.646/2004;5
860.646/2005;3
860.646/2006;3
860.646/2007;3
860.646/2008;3
860.646/2009;3
860.646/2010;3
860.646/2011;3
860.646/2012;5
860.646/2013;3
860.646/2014;3
860.646/2015;3
860.646/2016;3
860.646/2017;3
860.646/2018;5
860.646/2019;3
860.646/2020;3
860.646/2021;3
860.646/2022;3
860.646/2023;3
860.646/2024;3
860.646/2025;5
860.647/2000;3
860.647/2001;3
860.647/2002;5
860.647/2003;3
860.647/2004;3
860.647/2005;5
860.647/2006;3
860.647/2007;3
860.647/2008;3
860.647/2009;3
860.647/2010;3
860.647/2011;3
860.647/2012;5
860.647/2013;3
860.647/2014;3
860.647/2015;3
860.647/2016;3
860.647/2017;3
860.647/2018;3
860.647/2019;3
860.647/2020;3
860.647/2021;3
860.647/2022;3
860.647/2023;3
860.647/2024;3
860.648/2000;5
860.648/2001;5
860.648/2003;6
860.648/2004;3
860.648/2005;3
860.648/2006;3
860.648/2007;4
860.648/2008;3
860.648/2009;3
860.648/2010;3
803.284/2008;3
803.284/2009;3
803.284/2010;3
803.284/2011;3
803.284/2012;3
803.284/2013;5
803.284/2014;3
803.284/2015;3
803.284/2016;3
803.284/2022;3
803.284/2024;3
803.284/2025;50
803.285/2006;6
803.285/2007;3
803.285/2008;3
803.285/2009;3
803.285/2010;3
803.285/2011;3
803.285/2012;3
803.285/2013;5
803.285/2014;3
803.285/2015;3
803.285/2016;3
803.285/2022;3
803.285/2024;3
803.285/2025;50
803.286/2006;6
803.286/2007;3
803.286/2008;3
803.286/2009;3
803.286/2010;3
803.286/2011;5
803.286/2012;3
803.286/2013;5
803.286/2014;3
803.286/2015;3
803.286/2016;3
803.286/2022;3
803.286/2024;3
803.286/2025;50
803.287/2006;3
803.287/2007;3
803.287/2008;3
803.287/2009;3
803.287/2010;3
803.287/2011;3
803.287/2012;3
803.287/2013;5
803.287/2014;3
803.287/2016;3
803.287/2022;3
803.287/2024;3
803.287/2025;3
803.288/2006;3
803.288/2007;5
803.288/2008;3
803.288/2009;3
803.288/2010;3
803.288/2011;3
803.288/2012;3
803.288/2013;5
803.288/2014;3
803.288/2016;3
803.288/2022;3
803.288/2024;3
803.288/2025;3
803.289/2006;5
803.289/2007;50
803.289/2008;3
803.289/2009;3
803.289/2010;3
803.289/2011;3
803.289/2012;3
803.289/2013;5
803.289/2014;3
803.289/2016;3
803.289/2022;3
803.289/2024;3
803.289/2025;3
803.290/2006;3
803.290/2007;6
803.290/2008;3
803.290/2009;3
803.290/2010;3
803.290/2011;3
803.290/2012;3
803.290/2013;3
803.290/2014;3
803.290/2016;3
803.290/2022;3
803.290/2024;3
803.290/2025;5
803.291/2006;3
803.291/2007;3
803.291/2008;3
803.291/2009;3
803.291/2010;3
803.291/2011;3
803.291/2012;3
803.291/2013;3
803.291/2014;3
803.291/2016;3
803.291/2022;6
803.291/2024;3
803.291/2025;5
803.292/2006;3
803.292/2007;3
803.292/2008;3
803.292/2009;3
803.292/2010;3
803.292/2011;3
803.292/2012;3
803.292/2013;3
803.292/2014;3
803.292/2016;3
803.292/2022;3
803.292/2024;3
803.292/2025;50
803.293/2006;3
803.293/2007;3
803.293/2008;3
803.293/2009;3
803.293/2010;3
803.293/2011;3
803.293/2012;3
803.293/2013;3
803.293/2014;3
803.293/2016;3
803.293/2022;3
803.293/2024;3
803.293/2025;3
803.294/2006;3
803.294/2007;3
803.294/2008;3
803.294/2009;3
803.294/2010;3
803.294/2011;3
803.294/2012;3
803.294/2013;3
803.294/2014;3
803.294/2016;3
803.294/2022;3
803.294/2024;3
803.294/2025;3
803.295/2006;3
803.295/2007;3
803.295/2008;3
803.295/2009;6
803.295/2010;3
803.295/2011;3
803.295/2012;3
803.295/2013;3
803.295/2014;5
803.295/2016;3
803.295/2022;3
803.295/2024;3
803.295/2025;3
803.296/2006;3
803.296/2007;3
803.296/2008;3
803.296/2009;3
803.296/2010;3
803.296/2011;3
803.296/2012;3
803.296/2013;3
803.296/2014;3
803.296/2016;3
803.296/2022;3
803.296/2024;5
803.296/2025;3
803.297/2006;3
803.297/2007;3
803.297/2008;3
803.297/2009;5
803.297/2010;3
803.297/2011;3
803.297/2012;3
803.297/2013;3
803.297/2014;3
803.297/2016;5
803.297/2022;3
803.297/2024;3
803.297/2025;3
803.298/2006;3
803.298/2007;3
803.298/2008;3
803.298/2009;3
803.298/2010;3
803.298/2011;3
803.298/2012;3
803.298/2013;3
803.298/2014;3
803.298/2022;3
803.298/2024;3
803.298/2025;3
803.299/2006;3
803.299/2007;3
803.299/2008;3
803.299/2009;3
803.299/2010;3
803.299/2011;3
803.299/2012;3
803.299/2013;3
803.299/2014;3
803.299/2022;3
803.299/2024;3
803.299/2025;3
803.300/2006;3
803.300/2007;3
803.300/2008;3
803.300/2009;3
803.300/2010;3
803.300/2011;3
803.300/2012;3
803.300/2013;3
803.300/2014;3
803.300/2024;3
803.300/2024;7
803.301/2006;3
803.301/2007;5
803.301/2008;3
803.301/2009;3
803.301/2010;3
803.301/2011;3
803.301/2012;3
803.301/2013;3
803.301/2014;3
803.301/2022;5
803.301/2024;3
803.302/2006;3
803.302/2007;3
803.302/2008;3
803.302/2009;3
803.302/2010;3
803.302/2011;3
803.302/2012;3
803.302/2013;3
803.302/2014;3
803.302/2022;3
803.302/2024;3
803.303/2006;3
803.303/2007;3
803.303/2008;3
803.303/2009;3
803.303/2010;3
803.303/2011;3
803.303/2012;3
803.303/2013;3
803.303/2014;3
803.303/2022;3
803.303/2024;3
803.304/2006;3
803.304/2007;3
803.304/2008;3
803.304/2009;3
803.304/2010;3
803.304/2011;3
803.304/2012;3
803.304/2013;3
803.304/2014;3
803.304/2022;3
803.304/2024;3
803.305/2006;3
803.305/2007;3
803.305/2008;3
803.305/2009;3
803.305/2010;3
803.305/2011;3
803.305/2012;3
803.305/2013;3
803.305/2014;3
803.305/2022;5
803.305/2024;3
803.306/2006;3
803.306/2007;3
803.306/2008;3
803.306/2009;3
803.306/2010;3
803.306/2011;3
803.306/2012;3
803.306/2013;3
803.306/2014;3
803.306/2022;3
803.306/2024;3
803.307/2006;3
803.307/2007;3
803.307/2008;3
803.307/2009;3
803.307/2010;3
803.307/2011;3
803.307/2012;3
803.307/2013;3
803.307/2014;6
803.307/2022;3
803.307/2024;3
803.308/2006;3
846.197/2002;3
846.197/2003;3
846.197/2004;3
846.197/2005;3
846.197/2006;3
846.197/2007;3
846.197/2008;5
846.197/2009;3
846.197/2010;3
846.197/2011;3
846.197/2012;3
846.197/2013;3
846.197/2014;3
846.197/2015;50
846.197/2016;3
846.197/2017;3
846.197/2018;3
846.197/2019;3
846.197/2021;50
846.197/2022;3
846.197/2023;6
846.197/2024;3
846.198/1998;5
846.198/2000;3
846.198/2002;3
846.198/2003;3
846.198/2004;3
846.198/2005;3
846.198/2006;3
846.198/2007;3
846.198/2008;5
846.198/2009;3
846.198/2010;3
846.198/2011;3
846.198/2012;3
846.198/2013;3
846.198/2014;3
846.198/2015;3
846.198/2016;3
846.198/2017;3
846.198/2018;3
846.198/2019;50
846.198/2021;3
846.198/2022;3
846.198/2023;3
846.198/2024;50
846.198/2025;3
846.199/2000;3
846.199/2002;3
846.199/2003;3
846.199/2004;3
846.199/2005;3
846.199/2006;3
846.199/2007;5
846.199/2008;3
846.199/2009;3
846.199/2010;3
846.199/2011;3
846.199/2012;3
846.199/2013;3
846.199/2014;3
846.199/2015;6
846.199/2016;3
846.199/2017;3
846.199/2018;3
846.199/2019;3
846.199/2021;3
846.199/2022;3
846.199/2023;3
846.199/2024;3
846.199/2025;50
846.200/2000;3
846.200/2002;3
846.200/2003;6
846.200/2004;3
846.200/2005;3
846.200/2006;3
846.200/2007;3
846.200/2008;3
846.200/2009;4
846.200/2010;3
846.200/2011;3
846.200/2012;50
846.200/2013;3
846.200/2014;3
846.200/2015;3
846.200/2016;3
846.200/2017;3
846.200/2018;3
846.200/2019;3
846.200/2021;3
846.200/2022;3
846.200/2023;3
846.200/2024;3
846.200/2025;3
846.201/2000;3
846.201/2002;3
846.201/2003;3
846.201/2004;3
846.201/2005;3
846.201/2006;3
846.201/2007;3
846.201/2008;3
846.201/2009;3
846.201/2010;3
846.201/2011;3
846.201/2012;3
846.201/2013;3
846.201/2014;50
846.201/2015;3
846.201/2016;3
846.201/2017;3
846.201/2018;3
846.201/2019;3
846.201/2021;3
846.201/2022;3
846.201/2023;3
846.201/2024;3
846.202/2000;3
846.202/2002;3
846.202/2003;3
846.202/2004;3
846.202/2005;3
846.202/2006;3
846.202/2007;3
846.202/2008;3
846.202/2009;3
846.202/2010;3
846.202/2011;5
846.202/2012;50
846.202/2013;3
846.202/2014;5
846.202/2015;3
846.202/2018;3
846.202/2019;3
846.202/2021;1
846.202/2022;3
846.202/2023;5
846.202/2024;50
846.203/2000;3
846.203/2002;3
846.203/2003;3
846.203/2004;3
846.203/2005;3
846.203/2006;3
846.203/2007;3
846.203/2008;3
846.203/2009;3
846.203/2010;3
846.203/2011;3
846.203/2012;3
846.203/2013;3
846.203/2014;3
846.203/2015;3
846.203/2016;3
846.203/2017;3
846.203/2018;3
846.203/2019;3
846.203/2022;3
846.203/2023;3
846.203/2024;50
846.203/2025;50
846.204/1998;7
846.204/2000;3
846.204/2002;3
846.204/2003;3
846.204/2004;50
846.204/2005;3
846.204/2006;3
846.204/2007;3
846.204/2008;3
846.204/2009;3
846.204/2010;3
846.204/2011;3
846.204/2012;3
846.204/2013;3
846.204/2014;3
846.204/2015;3
846.204/2016;3
846.204/2017;3
846.204/2018;3
846.204/2019;3
846.204/2022;3
846.204/2023;50
846.204/2024;3
846.204/2025;50
846.205/2000;3
846.205/2002;3
846.205/2003;3
846.205/2004;5
846.205/2005;3
846.205/2006;3
846.205/2007;3
846.205/2008;3
846.205/2009;50
846.205/2010;3
846.205/2011;3
846.205/2012;3
846.205/2013;6
846.205/2014;6
846.205/2015;3
846.205/2016;3
846.205/2017;3
846.205/2018;3
846.205/2019;3
846.205/2023;50
846.205/2024;3
846.206/2000;3
846.206/2002;3
846.206/2003;3
846.206/2004;3
846.206/2005;3
846.206/2006;3
846.206/2007;3
846.206/2008;3
846.206/2009;3
846.206/2010;3
846.206/2011;50
846.206/2012;3
846.206/2013;3
846.206/2014;3
846.206/2015;3
846.206/2016;3
846.206/2017;3
846.206/2018;50
846.206/2019;3
846.206/2023;3
846.206/2024;3
846.206/2025;3
846.207/2000;3
846.207/2002;3
846.207/2003;3
846.207/2004;6
846.207/2005;3
846.207/2006;3
846.207/2007;3
846.207/2008;3
846.207/2009;5
846.207/2010;3
846.207/2011;5
846.207/2012;3
846.207/2013;3
846.207/2014;3
846.207/2015;3
846.207/2016;3
846.207/2018;6
846.207/2019;3
846.207/2021;3
846.207/2023;3
846.207/2024;3
846.207/2025;3
846.208/2000;3
846.208/2002;3
846.208/2003;3
846.208/2004;3
846.208/2005;3
846.208/2006;3
846.208/2007;3
846.208/2008;3
846.208/2009;50
846.208/2010;3
846.208/2011;3
846.208/2012;3
846.208/2013;3
846.208/2014;1
846.208/2015;3
846.208/2016;6
846.208/2017;3
846.208/2018;3
846.208/2019;3
846.208/2019;5
846.208/2021;5
846.208/2023;3
846.208/2024;3
846.208/2025;3
846.209/2000;3
846.209/2002;3
846.209/2003;3
846.209/2004;3
846.209/2005;3
846.209/2006;3
846.209/2007;3
846.209/2008;3
846.209/2009;5
846.209/2010;3
846.209/2011;3
846.209/2012;3
846.209/2013;50
846.209/2014;5
846.209/2015;3
846.209/2016;50
846.209/2017;3
846.209/2018;3
846.209/2019;3
850.473/2010;3
850.473/2011;3
850.473/2012;3
850.473/2013;50
850.473/2014;3
850.473/2015;50
850.473/2016;5
850.473/2017;50
850.473/2018;4
850.473/2019;3
850.473/2020;3
850.473/2022;3
850.473/2023;3
850.473/2024;3
850.473/2024;4
850.473/2025;3
850.474/2000;3
850.474/2001;3
850.474/2003;3
850.474/2004;3
850.474/2005;3
850.474/2006;5
850.474/2007;3
850.474/2008;6
850.474/2009;3
850.474/2010;3
850.474/2011;3
850.474/2012;3
850.474/2013;3
850.474/2014;3
850.474/2015;2
850.474/2016;5
850.474/2017;50
850.474/2018;4
850.474/2019;3
850.474/2020;6
850.474/2022;50
850.474/2023;3
850.474/2024;3
850.474/2024;4
850.475/2000;3
850.475/2001;3
850.475/2003;3
850.475/2004;3
850.475/2005;3
850.475/2006;3
850.475/2007;3
850.475/2008;6
850.475/2009;5
850.475/2010;5
850.475/2011;2
850.475/2012;50
850.475/2013;3
850.475/2014;3
850.475/2015;5
850.475/2016;50
850.475/2017;3
850.475/2018;4
850.475/2019;3
850.475/2020;3
850.475/2022;3
850.475/2023;3
850.475/2024;3
850.475/2024;4
850.475/2025;3
850.476/2000;3
850.476/2001;3
850.476/2003;3
850.476/2004;3
850.476/2005;3
850.476/2006;4
850.476/2007;3
850.476/2008;5
850.476/2009;3
850.476/2010;3
850.476/2011;2
850.476/2012;50
850.476/2013;5
850.476/2014;3
850.476/2015;3
850.476/2016;3
850.476/2017;50
850.476/2018;4
850.476/2019;3
850.476/2020;5
850.476/2022;4
850.476/2023;3
850.476/2024;5
850.476/2025;4
850.477/2000;3
850.477/2001;3
850.477/2003;3
850.477/2004;3
850.477/2005;3
850.477/2006;4
850.477/2007;3
850.477/2008;6
850.477/2009;3
850.477/2010;1
850.477/2011;2
850.477/2012;50
850.477/2013;5
850.477/2014;3
850.477/2015;3
850.477/2016;3
850.477/2017;50
850.477/2018;4
850.477/2019;5
850.477/2020;3
850.477/2022;3
850.477/2023;5
850.477/2024;3
850.477/2025;3
850.478/1999;3
850.478/2000;3
850.478/2001;3
850.478/2003;3
850.478/2004;3
850.478/2005;3
850.478/2006;5
850.478/2007;3
850.478/2008;5
850.478/2009;3
850.478/2010;3
850.478/2011;2
850.478/2012;50
850.478/2013;5
850.478/2014;3
850.478/2015;3
850.478/2016;3
850.478/2017;3
850.478/2018;4
850.478/2019;3
850.478/2020;3
850.478/2022;3
850.478/2023;5
850.478/2024;3
850.478/2025;3
850.479/2000;3
850.479/2001;3
850.479/2003;3
850.479/2004;3
850.479/2005;3
850.479/2006;3
850.479/2007;3
850.479/2008;6
850.479/2009;5
850.479/2010;3
850.479/2011;2
850.479/2012;50
850.479/2013;3
850.479/2014;3
850.479/2015;3
850.479/2016;5
850.479/2017;3
850.479/2018;4
850.479/2019;3
850.479/2020;3
850.479/2022;5
850.479/2023;3
850.479/2024;3
850.479/2025;3
850.480/2000;3
850.480/2001;3
850.480/2003;3
850.480/2004;3
850.480/2005;3
850.480/2006;3
850.480/2007;3
850.480/2008;3
850.480/2009;3
850.480/2010;5
850.480/2011;2
850.480/2012;50
850.480/2013;3
850.480/2014;3
850.480/2015;3
850.480/2016;3
850.480/2017;3
850.480/2018;4
850.480/2019;3
850.480/2020;5
850.480/2022;3
850.480/2023;3
850.480/2024;3
850.480/2025;5
850.481/1999;3
850.481/2000;6
850.481/2001;3
850.481/2003;3
850.481/2004;3
850.481/2005;3
850.481/2006;3
850.481/2007;3
850.481/2008;3
850.481/2009;3
850.481/2010;50
850.481/2011;2
850.481/2012;3
850.481/2013;3
850.481/2014;3
850.481/2015;3
850.481/2016;3
850.481/2017;3
850.481/2018;4
850.481/2019;50
850.481/2020;3
850.481/2022;3
850.481/2023;3
850.481/2024;3
850.481/2025;3
850.481/2025;50
850.482/1999;1
850.482/2000;6
850.482/2001;3
850.482/2003;3
850.482/2004;3
850.482/2005;3
850.482/2006;3
850.482/2007;3
850.482/2008;3
850.482/2009;3
850.482/2010;50
850.482/2011;5
850.482/2012;50
850.482/2013;3
850.482/2014;3
850.482/2015;3
850.482/2016;3
850.482/2017;3
850.482/2018;4
850.482/2019;5
850.482/2020;50
850.482/2022;50
850.482/2023;6
850.482/2024;3
850.482/2025;5
850.483/1999;6
850.483/2000;2
850.483/2001;3
850.483/2003;3
850.483/2004;3
850.483/2005;3
850.483/2006;3
850.483/2007;3
850.483/2008;3
850.483/2009;3
850.483/2010;5
850.483/2011;3
850.483/2012;50
850.483/2013;3
850.483/2014;3
850.483/2015;50
850.483/2016;3
850.483/2017;3
850.483/2018;5
850.483/2019;5
850.483/2022;50
850.483/2023;5
850.483/2024;3
850.483/2025;3
850.484/2000;3
850.484/2001;3
850.484/2003;3
850.484/2004;3
850.484/2006;3
850.484/2007;3
850.484/2008;3
850.484/2009;5
850.484/2010;3
850.484/2011;3
850.484/2012;50
850.484/2013;3
850.484/2014;3
850.484/2015;50
850.484/2016;3
850.484/2017;5
850.484/2018;5
850.484/2019;5
850.484/2020;3
850.484/2021;50
850.484/2022;5
850.484/2023;5
850.484/2024;3
850.484/2025;3
850.485/2000;3
850.485/2001;3
850.485/2003;3
850.485/2004;3
850.485/2006;3
850.485/2007;3
850.485/2008;3
850.485/2009;50
850.485/2010;3
850.485/2011;3
866.883/2018;3
866.883/2020;5
866.883/2021;6
866.883/2022;3
866.883/2023;50
866.883/2024;3
866.883/2025;5
866.884/2005;3
866.884/2006;5
866.884/2007;3
866.884/2008;3
866.884/2009;3
866.884/2010;3
866.884/2011;3
866.884/2012;6
866.884/2013;3
866.884/2014;3
866.884/2015;3
866.884/2016;3
866.884/2017;3
866.884/2018;3
866.884/2020;5
866.884/2021;3
866.884/2022;3
866.884/2023;50
866.884/2024;3
866.884/2025;3
866.885/2005;3
866.885/2006;3
866.885/2007;3
866.885/2008;3
866.885/2009;3
866.885/2010;3
866.885/2011;3
866.885/2012;3
866.885/2013;3
866.885/2014;5
866.885/2015;3
866.885/2016;3
866.885/2017;3
866.885/2018;3
866.885/2020;3
866.885/2021;5
866.885/2022;5
866.885/2023;5
866.885/2024;3
866.885/2025;3
866.885/2025;5
866.885/2025;50
866.886/2005;3
866.886/2006;5
866.886/2007;3
866.886/2008;3
866.886/2009;3
866.886/2010;3
866.886/2011;3
866.886/2012;4
866.886/2013;3
866.886/2014;50
866.886/2015;3
866.886/2016;3
866.886/2017;3
866.886/2018;50
866.886/2020;3
866.886/2021;3
866.886/2022;3
866.886/2023;50
866.886/2024;3
866.886/2025;3
866.887/2006;3
866.887/2007;3
866.887/2008;3
866.887/2009;3
866.887/2010;3
866.887/2011;3
866.887/2012;4
866.887/2013;5
866.887/2014;6
866.887/2015;3
866.887/2016;3
866.887/2017;3
866.887/2018;3
866.887/2020;3
866.887/2021;3
866.887/2022;5
866.887/2023;3
866.887/2024;3
866.887/2025;3
866.888/2006;3
866.888/2007;3
866.888/2008;3
866.888/2009;3
866.888/2010;3
866.888/2011;3
866.888/2012;4
866.888/2013;5
866.888/2014;3
866.888/2015;3
866.888/2016;3
866.888/2017;3
866.888/2018;3
866.888/2020;3
866.888/2021;3
866.888/2022;50
866.888/2023;3
866.888/2024;3
866.888/2025;3
866.889/2002;3
866.889/2005;3
866.889/2006;3
866.889/2007;3
866.889/2008;3
866.889/2009;3
866.889/2010;3
866.889/2011;3
866.889/2012;3
866.889/2013;5
866.889/2014;3
866.889/2015;3
866.889/2016;5
866.889/2017;3
866.889/2018;3
866.889/2020;3
866.889/2021;3
866.889/2022;50
866.889/2023;3
866.889/2024;3
866.889/2025;3
866.890/2006;3
866.890/2007;3
866.890/2008;3
866.890/2009;3
866.890/2010;3
866.890/2011;3
866.890/2012;3
866.890/2013;5
866.890/2014;3
866.890/2015;3
866.890/2016;3
866.890/2017;3
866.890/2018;3
866.890/2020;3
866.890/2021;3
866.890/2022;3
866.890/2023;3
866.890/2024;3
866.890/2025;3
866.891/2006;3
866.891/2007;3
866.891/2008;3
866.891/2009;3
866.891/2010;3
866.891/2011;3
866.891/2012;3
866.891/2013;5
866.891/2014;5
866.891/2015;3
866.891/2016;3
866.891/2017;3
866.891/2018;3
866.891/2020;3
866.891/2021;3
866.891/2022;3
866.891/2023;3
866.891/2024;3
866.891/2025;3
866.892/2006;3
866.892/2007;3
866.892/2008;3
866.892/2009;3
866.892/2010;3
866.892/2011;3
866.892/2012;3
866.892/2013;5
866.892/2014;3
866.892/2015;3
866.892/2016;3
866.892/2017;3
866.892/2018;3
866.892/2020;3
866.892/2021;5
866.892/2022;3
866.892/2023;3
866.892/2024;3
866.892/2025;3
866.893/2005;3
866.893/2006;3
866.893/2007;3
866.893/2008;3
866.893/2009;3
866.893/2010;3
866.893/2011;3
866.893/2012;3
866.893/2013;5
866.893/2014;5
866.893/2015;3
866.893/2016;3
866.893/2017;3
866.893/2018;3
866.893/2020;3
866.893/2021;3
866.893/2022;3
866.893/2023;3
866.893/2024;3
866.893/2025;3
866.894/2005;3
866.894/2006;3
866.894/2007;3
866.894/2008;3
866.894/2009;3
866.894/2010;3
866.894/2011;3
866.894/2012;3
866.894/2013;5
866.894/2014;3
866.894/2015;3
866.894/2016;3
866.894/2017;3
866.894/2018;3
866.894/2020;3
866.894/2021;3
866.894/2022;3
866.894/2023;3
866.894/2023;50
866.894/2024;3
866.894/2025;3
866.895/2006;3
866.895/2007;3
866.895/2008;3
866.895/2009;3
866.895/2010;3
866.895/2011;3
866.895/2012;3
866.895/2013;5
866.895/2014;5
866.895/2015;3
866.895/2016;5
866.895/2017;3
866.895/2018;3
866.895/2020;5
866.895/2021;3
866.895/2022;3
866.895/2023;3
866.895/2024;3
866.895/2025;3
866.896/2005;3
866.896/2006;1
866.896/2007;3
866.896/2008;5
866.896/2009;3
866.896/2010;3
866.896/2011;3
866.896/2012;3
866.896/2013;5
866.896/2014;50
866.896/2015;3
866.896/2016;5
866.896/2017;3
866.896/2018;5
866.896/2020;3
866.896/2022;3
866.896/2023;3
866.896/2025;3
866.897/2005;3
866.897/2006;6
866.897/2007;3
866.897/2008;1
866.897/2009;3
866.897/2010;3
866.897/2011;3
866.897/2012;3
866.897/2013;5
866.897/2014;3
866.897/2015;3
866.897/2016;5
866.897/2017;3
866.897/2018;3
866.897/2020;3
866.897/2021;3
866.897/2022;3
866.897/2023;3
866.897/2025;3
866.898/2005;3
866.898/2006;3
866.898/2007;3
866.898/2008;3
866.898/2009;3
866.898/2010;3
866.898/2011;6
866.898/2012;3
866.898/2013;5
866.898/2014;3
866.898/2015;3
866.898/2016;6
866.898/2017;3
866.898/2018;50
866.898/2020;3
866.898/2021;3
866.898/2022;3
866.898/2023;3
866.899/2005;3
831.161/2006;3
831.161/2007;3
831.161/2008;3
831.161/2009;3
831.161/2010;3
831.161/2011;3
831.161/2012;3
831.161/2013;3
831.161/2014;3
831.161/2015;3
831.161/2016;3
831.161/2017;1
831.161/2018;5
831.161/2019;3
831.161/2020;3
831.161/2021;3
831.161/2022;1
831.161/2023;50
831.161/2024;3
831.161/2025;3
831.161/2025;7
831.162/2000;3
831.162/2001;3
831.162/2002;5
831.162/2003;3
831.162/2004;3
831.162/2005;3
831.162/2006;3
831.162/2007;3
831.162/2008;3
831.162/2009;3
831.162/2010;3
831.162/2011;3
831.162/2012;3
831.162/2013;3
831.162/2014;3
831.162/2015;3
831.162/2016;3
831.162/2017;5
831.162/2018;3
831.162/2019;3
831.162/2020;3
831.162/2021;3
831.162/2022;3
831.162/2023;50
831.162/2024;3
831.163/2000;6
831.163/2001;3
831.163/2002;3
831.163/2003;3
831.163/2004;3
831.163/2005;3
831.163/2006;3
831.163/2007;3
831.163/2008;3
831.163/2009;3
831.163/2010;3
831.163/2011;3
831.163/2012;3
831.163/2013;3
831.163/2014;3
831.163/2015;5
831.163/2016;3
831.163/2017;3
831.163/2018;3
831.163/2019;3
831.163/2020;3
831.163/2021;3
831.163/2023;50
831.163/2024;3
831.164/2000;3
831.164/2001;3
831.164/2002;3
831.164/2003;3
831.164/2004;3
831.164/2005;3
831.164/2006;3
831.164/2007;3
831.164/2008;3
831.164/2009;5
831.164/2010;3
831.164/2011;3
831.164/2012;3
831.164/2013;3
831.164/2014;5
831.164/2015;3
831.164/2016;3
831.164/2017;3
831.164/2018;3
831.164/2019;3
831.164/2020;3
831.164/2021;3
831.164/2023;3
831.164/2024;3
831.164/2025;3
831.165/2000;3
831.165/2001;3
831.165/2002;3
831.165/2003;3
831.165/2004;3
831.165/2005;3
831.165/2006;3
831.165/2007;3
831.165/2008;3
831.165/2009;3
831.165/2010;3
831.165/2011;3
831.165/2012;3
831.165/2013;3
831.165/2014;3
831.165/2015;3
831.165/2016;3
831.165/2017;3
831.165/2018;3
831.165/2019;3
831.165/2020;3
831.165/2021;3
831.165/2023;50
831.165/2024;3
831.165/2025;3
831.166/2000;3
831.166/2001;3
831.166/2002;3
831.166/2003;5
831.166/2004;3
831.166/2005;3
831.166/2006;3
831.166/2007;3
831.166/2008;3
831.166/2009;3
831.166/2010;3
831.166/2011;3
831.166/2012;3
831.166/2013;3
831.166/2014;3
831.166/2015;3
831.166/2016;3
831.166/2017;3
831.166/2018;3
831.166/2019;5
831.166/2020;3
831.166/2021;3
831.166/2023;50
831.166/2024;3
831.166/2025;3
831.166/2025;7
831.167/2000;3
831.167/2001;3
831.167/2002;3
831.167/2003;3
831.167/2004;3
831.167/2005;3
831.167/2006;3
831.167/2007;3
831.167/2008;3
831.167/2009;3
831.167/2010;6
831.167/2011;3
831.167/2012;3
831.167/2013;3
831.167/2014;3
831.167/2015;5
831.167/2016;3
831.167/2017;5
831.167/2018;3
831.167/2019;3
831.167/2020;3
831.167/2021;3
831.167/2023;6
831.167/2024;3
831.167/2025;3
831.167/2025;7
831.168/2000;3
831.168/2001;3
831.168/2002;50
831.168/2003;3
831.168/2004;3
831.168/2005;3
831.168/2006;3
831.168/2007;3
831.168/2008;3
831.168/2009;3
831.168/2010;3
831.168/2011;3
831.168/2012;3
831.168/2013;5
831.168/2014;6
831.168/2015;3
831.168/2016;3
831.168/2017;3
831.168/2018;3
831.168/2019;3
831.168/2020;3
831.168/2021;3
831.168/2023;3
831.168/2024;3
831.168/2025;3
831.169/2000;3
831.169/2001;3
831.169/2002;3
831.169/2003;5
831.169/2004;3
831.169/2005;3
831.169/2006;3
831.169/2007;3
831.169/2008;3
831.169/2009;3
831.169/2010;3
831.169/2011;3
831.169/2012;3
