DSProcesso;IDCondicaoPropriedadeSolo
821.137/2009;50
821.137/2010;3
821.137/2011;3
821.137/2012;3
821.137/2013;3
821.137/2014;3
821.137/2015;3
821.137/2015;50
821.138/2000;5
821.138/2001;6
821.138/2002;3
821.138/2008;50
821.138/2009;50
821.138/2010;3
821.138/2011;3
821.138/2012;3
821.138/2013;3
821.138/2014;5
821.138/2015;50
821.139/2000;5
821.139/2001;3
821.139/2002;3
821.139/2008;1
821.139/2009;50
821.139/2010;3
821.139/2011;3
821.139/2012;3
821.139/2013;3
821.139/2014;50
821.139/2015;3
821.140/1998;5
821.140/2000;5
821.140/2001;6
821.140/2002;5
821.140/2008;3
821.140/2009;50
821.140/2010;3
821.140/2011;3
821.140/2012;3
821.140/2013;3
821.140/2014;50
821.140/2015;5
821.141/2000;3
821.141/2001;6
821.141/2002;6
821.141/2008;3
821.141/2009;50
821.141/2010;3
821.141/2011;3
821.141/2012;5
821.141/2013;3
821.141/2014;5
821.141/2015;5
821.142/1998;5
821.142/2000;3
821.142/2001;3
821.142/2002;6
821.142/2008;3
821.142/2009;50
821.142/2010;3
821.142/2011;3
821.142/2012;5
821.142/2013;3
821.142/2014;5
821.142/2015;5
821.143/2000;3
821.143/2001;50
821.143/2002;5
821.143/2008;6
821.143/2009;50
821.143/2010;50
821.143/2011;3
821.143/2012;3
821.143/2013;3
821.143/2014;5
821.143/2015;5
821.144/1998;5
821.144/2000;5
821.144/2001;3
821.144/2002;5
821.144/2008;3
821.144/2009;50
821.144/2010;3
821.144/2011;3
821.144/2012;6
821.144/2013;3
821.144/2014;3
821.144/2015;3
821.145/1998;3
821.145/2000;5
821.145/2001;3
821.145/2008;5
821.145/2009;50
821.145/2010;6
821.145/2011;3
821.145/2012;3
821.145/2013;3
821.145/2014;3
821.145/2015;3
821.146/2000;5
821.146/2001;3
821.146/2002;3
821.146/2008;3
821.146/2009;50
821.146/2010;7
821.146/2011;3
821.146/2012;3
821.146/2013;3
821.146/2014;3
821.146/2015;5
821.147/2000;5
821.147/2001;3
821.147/2002;3
821.147/2008;3
821.147/2009;50
821.147/2010;7
821.147/2011;3
821.147/2012;3
821.147/2013;3
821.147/2014;5
821.147/2015;5
821.148/2000;5
821.148/2001;6
821.148/2002;50
821.148/2008;1
821.148/2009;50
821.148/2010;3
821.148/2011;3
821.148/2012;3
821.148/2013;3
821.148/2014;3
821.149/2000;6
821.149/2001;3
821.149/2002;3
821.149/2008;3
821.149/2009;50
821.149/2010;4
821.149/2011;3
821.149/2012;3
821.149/2013;6
821.149/2014;3
821.149/2015;5
821.150/1998;3
821.150/2000;5
821.150/2001;3
821.150/2002;6
821.150/2008;3
821.150/2009;50
821.150/2010;5
821.150/2011;3
821.150/2012;3
821.150/2013;3
821.150/2014;3
821.150/2015;5
821.151/1998;3
821.151/2000;5
821.151/2001;3
821.151/2002;5
821.151/2009;50
821.151/2010;3
821.151/2011;3
821.151/2012;3
821.151/2013;3
821.151/2014;3
821.151/2015;5
821.152/1998;3
821.152/2000;5
821.152/2001;5
821.152/2002;50
821.152/2009;50
821.152/2010;3
821.152/2011;3
821.152/2012;3
821.152/2013;3
821.152/2014;5
821.152/2015;5
821.153/2000;3
821.153/2001;6
821.153/2002;6
821.153/2009;50
821.153/2010;3
821.153/2011;3
821.153/2012;7
821.153/2013;1
821.153/2014;6
821.153/2015;5
821.154/1998;3
821.154/2000;3
821.154/2001;3
821.154/2002;3
821.154/2009;50
821.154/2010;3
821.154/2011;3
821.154/2012;3
821.154/2013;3
821.154/2014;5
821.154/2015;5
821.155/1998;3
821.155/2000;50
821.155/2001;6
821.155/2002;3
821.155/2009;50
821.155/2010;3
821.155/2011;3
821.155/2012;3
821.155/2013;3
821.155/2014;6
821.155/2015;6
821.156/1998;3
821.156/2000;5
821.156/2001;6
821.156/2002;6
821.156/2009;50
821.156/2010;3
821.156/2011;3
821.156/2012;3
821.156/2013;3
821.156/2014;3
821.156/2015;3
821.157/2000;5
821.157/2001;6
821.157/2002;3
821.157/2009;50
821.157/2010;7
821.157/2011;3
821.157/2012;3
821.157/2013;3
821.157/2014;3
821.157/2015;3
821.158/1998;3
821.158/2000;5
821.158/2001;3
821.158/2002;6
821.158/2009;50
821.158/2010;7
821.158/2011;3
821.158/2012;3
821.158/2013;3
821.158/2014;3
821.158/2015;3
821.159/1998;2
821.159/2000;5
821.159/2001;5
821.159/2002;6
821.159/2009;50
821.159/2010;3
821.159/2011;3
821.159/2012;3
821.159/2013;3
821.159/2014;5
821.159/2015;5
821.160/1998;2
821.160/2000;5
821.160/2001;6
821.160/2002;3
821.160/2009;50
821.160/2010;3
821.160/2011;3
821.160/2012;3
821.160/2013;3
821.160/2014;7
821.160/2015;5
821.161/2000;5
821.161/2001;6
821.161/2002;3
821.161/2009;50
821.161/2010;3
821.161/2011;3
821.161/2012;3
821.161/2013;3
821.161/2014;7
821.161/2015;5
821.162/2000;5
821.162/2001;6
821.162/2002;3
821.162/2009;50
821.162/2010;3
821.162/2011;3
821.162/2012;3
821.162/2013;3
821.162/2014;7
821.162/2015;3
821.163/2000;5
821.163/2001;5
821.163/2002;3
821.163/2009;50
821.163/2010;3
821.163/2011;3
821.163/2012;3
821.163/2013;3
821.163/2014;7
821.163/2015;3
821.164/2000;50
821.164/2001;3
821.164/2002;3
821.164/2009;50
821.164/2010;5
821.164/2011;5
821.164/2012;3
821.164/2013;3
821.164/2014;7
821.164/2015;50
821.165/2000;5
821.165/2001;6
821.165/2002;5
821.165/2009;50
821.165/2010;3
821.165/2011;3
821.165/2012;3
821.165/2013;3
821.165/2014;3
821.165/2015;50
821.166/2000;5
821.166/2001;6
821.166/2002;3
821.166/2009;50
821.166/2010;3
821.166/2011;3
821.166/2012;3
821.166/2013;3
821.166/2014;3
821.166/2015;3
821.167/2000;6
821.167/2001;3
821.167/2002;6
821.167/2009;50
821.167/2010;3
821.167/2011;7
821.167/2012;6
821.167/2013;6
821.167/2014;3
821.167/2015;7
821.168/1998;3
821.168/2000;3
821.168/2001;5
821.168/2002;6
821.168/2009;50
821.168/2010;3
821.168/2011;3
821.168/2012;6
821.168/2013;3
821.168/2014;3
821.168/2015;50
821.169/2000;3
821.169/2001;3
821.169/2002;5
821.169/2009;50
821.169/2010;5
821.169/2011;50
821.169/2012;6
821.169/2013;3
821.169/2014;3
821.169/2015;3
821.170/2000;3
821.170/2001;3
821.170/2002;5
821.170/2009;50
821.170/2010;3
821.170/2011;3
821.170/2012;6
821.170/2013;3
821.170/2014;3
821.170/2015;5
821.171/1998;3
821.171/2000;3
821.171/2001;3
821.171/2002;3
821.171/2009;50
821.171/2010;3
821.171/2011;3
821.171/2012;3
821.171/2013;3
821.171/2014;7
821.171/2015;5
821.172/2000;3
821.172/2001;3
821.172/2002;3
821.172/2009;50
821.172/2010;3
821.172/2011;3
821.172/2012;5
821.172/2013;7
821.172/2014;7
821.172/2015;5
821.173/2000;3
821.173/2001;3
821.173/2002;3
821.173/2009;50
821.173/2010;3
821.173/2011;3
821.173/2012;3
821.173/2013;50
821.173/2014;7
821.173/2015;3
821.174/2000;5
821.174/2001;5
821.174/2002;3
821.174/2009;50
821.174/2010;3
821.174/2011;3
821.174/2012;3
821.174/2013;7
821.174/2014;7
821.174/2015;3
821.175/2000;3
821.175/2001;5
821.175/2002;3
821.175/2009;50
821.175/2010;3
821.175/2011;3
821.175/2012;3
821.175/2013;5
821.175/2014;7
821.175/2015;3
821.176/2000;3
821.176/2001;50
821.176/2002;6
821.176/2009;50
821.176/2010;3
821.176/2011;3
821.176/2012;3
821.176/2013;6
821.176/2014;7
821.176/2015;3
821.177/2000;3
821.177/2001;6
821.177/2002;6
821.177/2009;50
821.177/2010;1
821.177/2011;50
821.177/2012;3
821.177/2013;5
821.177/2014;7
821.177/2015;6
821.178/2000;5
821.178/2001;3
821.178/2002;5
821.178/2009;50
821.178/2010;5
821.178/2011;3
821.178/2012;3
821.178/2013;3
821.178/2014;7
821.178/2015;3
821.179/2000;5
821.179/2001;5
821.179/2002;5
821.179/2009;50
821.179/2010;3
821.179/2011;3
821.179/2012;6
821.179/2013;5
821.179/2014;7
821.179/2015;50
821.180/2000;3
821.180/2001;5
821.180/2002;5
821.180/2009;50
821.180/2010;5
821.180/2011;6
821.180/2012;5
821.180/2013;3
821.180/2014;7
821.180/2015;50
821.181/2000;3
821.181/2001;3
821.181/2002;50
821.181/2009;50
821.181/2010;3
821.181/2011;3
821.181/2012;3
821.181/2013;5
821.181/2014;7
821.181/2015;3
821.182/2000;3
821.182/2001;3
821.182/2002;50
821.182/2009;50
821.182/2010;3
821.182/2011;5
821.182/2012;5
821.182/2013;3
821.182/2014;7
821.182/2015;3
821.183/2000;5
821.183/2001;3
821.183/2002;5
821.183/2009;50
821.183/2010;3
821.183/2011;3
821.183/2012;1
821.183/2013;1
821.183/2014;7
821.183/2015;3
821.184/2000;5
821.184/2001;3
821.184/2002;3
821.184/2009;50
821.184/2010;3
821.184/2011;3
821.184/2012;3
821.184/2013;5
821.184/2014;7
821.184/2015;3
821.185/1998;3
821.185/2000;3
821.185/2001;3
821.185/2002;5
821.185/2009;50
821.185/2010;3
821.185/2011;6
821.185/2012;3
821.185/2013;50
821.185/2014;7
821.185/2015;3
821.186/1998;5
821.186/2000;3
821.186/2001;3
821.186/2009;50
821.186/2010;3
821.186/2011;50
821.186/2012;3
821.186/2013;6
821.186/2014;3
821.186/2015;3
821.187/1998;5
821.187/1999;3
821.187/2000;3
821.187/2001;5
821.187/2009;50
821.187/2010;6
821.187/2011;3
821.187/2012;3
821.187/2013;3
821.187/2014;3
821.188/1998;5
821.188/2000;5
821.188/2001;5
821.188/2009;50
821.188/2010;3
821.188/2011;3
821.188/2012;3
821.188/2013;3
821.188/2014;3
821.188/2015;3
821.189/1998;5
821.189/2000;5
821.189/2001;5
821.189/2009;50
821.189/2010;3
821.189/2011;3
821.189/2012;6
821.189/2013;5
821.189/2014;50
821.189/2015;3
821.190/1998;5
821.190/2000;5
821.190/2001;5
821.190/2009;50
821.190/2010;3
821.190/2011;3
821.190/2012;7
821.190/2013;3
821.190/2014;7
821.190/2015;3
821.191/1998;5
821.191/2000;6
821.191/2001;5
821.191/2009;50
821.191/2010;50
821.191/2011;3
821.191/2012;5
821.191/2013;3
821.191/2014;3
821.191/2015;3
821.192/1998;5
821.192/2001;3
821.192/2009;50
821.192/2010;50
821.192/2011;3
821.192/2012;3
821.192/2013;3
821.192/2014;50
821.192/2015;3
821.193/1998;5
821.193/2000;50
821.193/2001;5
821.193/2009;50
821.193/2010;50
821.193/2011;50
821.193/2012;3
821.193/2013;3
821.193/2014;5
821.193/2015;3
821.194/2000;3
821.194/2001;50
821.194/2009;50
821.194/2010;50
821.194/2011;3
821.194/2012;3
821.194/2013;6
821.194/2014;3
821.194/2015;3
821.195/2000;5
821.195/2001;50
821.195/2009;50
821.195/2010;3
821.195/2011;3
821.195/2012;5
821.195/2013;3
821.195/2014;3
821.195/2015;5
821.196/1998;3
821.196/2000;3
821.196/2001;3
821.196/2009;50
821.196/2010;3
821.196/2011;3
821.196/2012;3
821.196/2013;3
821.196/2014;3
821.196/2015;50
821.197/1998;3
821.197/2000;50
821.197/2001;3
821.197/2009;50
821.197/2010;3
821.197/2011;3
821.197/2012;1
821.197/2013;3
821.197/2014;50
821.197/2015;50
821.198/2000;3
821.198/2001;3
821.198/2009;50
821.198/2010;3
821.198/2011;5
821.198/2012;1
821.198/2013;5
821.198/2014;3
821.198/2015;3
821.199/1998;3
821.199/2000;3
821.199/2001;3
821.199/2009;50
821.199/2010;3
821.199/2011;3
821.199/2012;1
821.199/2013;6
821.199/2014;3
821.199/2015;3
821.200/2000;3
821.200/2001;3
821.200/2009;50
821.200/2010;3
821.200/2011;3
821.200/2012;3
821.200/2013;5
821.200/2014;3
821.200/2015;50
821.201/1998;2
821.201/2000;3
821.201/2001;6
821.201/2009;50
821.201/2010;3
821.201/2011;1
821.201/2012;5
821.201/2013;5
821.201/2014;3
821.201/2015;3
821.202/2000;6
821.202/2001;3
821.202/2009;50
821.202/2010;3
821.202/2011;5
821.202/2012;5
821.202/2013;3
821.202/2014;3
821.202/2015;5
821.203/2000;3
821.203/2001;6
821.203/2009;50
821.203/2010;3
821.203/2011;50
821.203/2012;3
821.203/2013;3
821.203/2014;3
821.203/2015;5
821.204/2000;3
821.204/2001;3
821.204/2009;50
821.204/2010;3
821.204/2011;3
821.204/2012;3
821.204/2013;1
821.204/2014;3
821.204/2015;3
821.205/2000;50
821.205/2001;50
821.205/2009;50
821.205/2010;3
821.205/2011;3
821.205/2012;5
821.205/2013;3
821.205/2014;3
821.205/2015;3
821.206/2000;5
821.206/2001;6
821.206/2009;50
821.206/2010;3
821.206/2011;3
821.206/2012;5
821.206/2013;3
821.206/2014;3
821.206/2015;3
821.207/2000;3
821.207/2001;3
821.207/2009;50
821.207/2010;3
821.207/2011;3
821.207/2012;3
821.207/2013;3
821.207/2014;3
821.207/2015;3
821.208/2000;3
821.208/2001;7
821.208/2009;50
821.208/2010;3
821.208/2011;3
821.208/2012;3
821.208/2013;3
821.208/2014;3
821.208/2015;3
821.209/1999;6
821.209/2000;3
821.209/2001;6
821.209/2009;50
821.209/2010;3
821.209/2011;3
821.209/2012;3
821.209/2013;3
821.209/2014;3
821.209/2015;3
821.210/1998;3
821.210/2000;3
821.210/2009;50
821.210/2010;3
821.210/2011;3
821.210/2012;3
821.210/2013;3
821.210/2014;3
821.210/2015;3
821.211/2000;3
821.211/2001;3
821.211/2009;50
821.211/2010;3
821.211/2011;3
821.211/2012;3
821.211/2013;3
821.211/2014;3
821.211/2015;5
821.212/2000;3
821.212/2001;5
821.212/2009;50
821.212/2010;3
821.212/2011;3
821.212/2012;3
821.212/2013;5
821.212/2014;3
821.212/2015;5
821.213/2000;3
821.213/2001;3
821.213/2009;50
821.213/2010;3
821.213/2011;3
821.213/2012;3
821.213/2013;3
821.213/2014;5
821.213/2015;3
821.214/1998;3
821.214/2000;6
821.214/2001;3
821.214/2009;50
821.214/2010;3
821.214/2011;50
821.214/2012;50
821.214/2013;3
821.214/2014;3
821.214/2015;50
821.215/2000;5
821.215/2001;3
821.215/2009;50
821.215/2010;3
821.215/2011;3
821.215/2012;5
821.215/2013;5
821.215/2014;3
821.215/2015;3
821.216/2000;5
821.216/2001;5
821.216/2009;50
821.216/2010;3
821.216/2011;50
821.216/2012;50
821.216/2013;3
821.216/2014;3
821.216/2015;3
821.217/2000;5
821.217/2001;3
821.217/2009;50
821.217/2010;3
821.217/2011;50
821.217/2012;3
821.217/2013;3
821.217/2014;3
821.217/2015;3
821.218/2000;3
821.218/2001;3
821.218/2009;2
821.218/2010;3
821.218/2011;50
821.218/2012;3
821.218/2013;3
821.218/2014;3
821.218/2015;7
821.219/1998;3
821.219/2000;3
821.219/2001;50
821.219/2009;50
821.219/2010;3
821.219/2011;50
821.219/2012;50
821.219/2013;3
821.219/2014;3
821.219/2015;5
821.220/1999;3
821.220/2000;3
821.220/2001;3
821.220/2009;50
821.220/2010;3
821.220/2011;50
821.220/2012;5
821.220/2013;3
821.220/2014;3
821.220/2015;5
821.221/2000;5
821.221/2001;5
821.221/2009;50
821.221/2010;3
821.221/2011;50
821.221/2012;3
821.221/2013;3
821.221/2014;3
821.221/2015;7
821.222/2000;5
821.222/2001;6
821.222/2009;50
821.222/2010;3
821.222/2011;50
821.222/2012;3
821.222/2013;3
821.222/2014;3
821.222/2015;6
821.223/2000;3
821.223/2001;50
821.223/2009;50
821.223/2010;3
821.223/2011;50
821.223/2012;3
821.223/2013;3
821.223/2014;3
821.223/2015;3
821.224/2000;3
821.224/2001;50
821.224/2009;50
821.224/2010;3
821.224/2011;50
821.224/2012;3
821.224/2013;3
821.224/2014;7
821.224/2015;5
821.225/2000;6
821.225/2001;3
821.225/2009;50
821.225/2010;3
821.225/2011;50
821.225/2012;3
821.225/2013;3
821.225/2014;50
821.225/2015;3
821.226/2000;6
821.226/2001;3
821.226/2009;50
821.226/2010;7
821.226/2011;50
821.226/2012;3
821.226/2013;3
821.226/2014;5
821.226/2015;50
821.227/2000;6
821.227/2001;3
821.227/2009;50
821.227/2010;3
821.227/2011;3
821.227/2012;3
821.227/2013;3
821.227/2014;5
821.227/2015;3
821.228/2000;5
821.228/2001;5
821.228/2009;50
821.228/2010;5
821.228/2011;3
821.228/2012;3
821.228/2013;3
821.228/2014;3
821.228/2015;3
821.229/2000;50
821.229/2001;6
821.229/2009;50
821.229/2010;5
821.229/2011;3
821.229/2012;3
821.229/2013;3
821.229/2014;5
821.229/2015;3
821.230/2000;3
821.230/2001;3
821.230/2009;50
821.230/2010;3
821.230/2011;3
821.230/2012;5
821.230/2013;3
821.230/2014;50
821.230/2015;50
821.231/2000;3
821.231/2001;3
821.231/2009;50
821.231/2010;3
821.231/2011;3
821.231/2012;5
821.231/2013;3
821.231/2014;3
821.232/2000;3
821.232/2001;3
821.232/2009;50
821.232/2010;3
821.232/2011;3
821.232/2012;5
821.232/2013;3
821.232/2014;3
821.233/2000;5
821.233/2001;3
821.233/2009;50
821.233/2010;3
821.233/2011;6
821.233/2012;5
821.233/2013;3
821.233/2014;50
821.233/2015;3
821.234/2000;3
821.234/2001;5
821.234/2009;50
821.234/2010;3
821.234/2011;1
821.234/2012;3
821.234/2013;3
821.234/2014;50
821.234/2015;3
821.235/2000;3
821.235/2001;3
821.235/2009;50
821.235/2010;3
821.235/2011;50
821.235/2012;3
821.235/2013;3
821.235/2014;3
821.235/2015;50
821.236/2000;6
821.236/2001;5
821.236/2009;50
821.236/2010;5
821.236/2011;3
821.236/2012;5
821.236/2013;3
821.236/2014;3
821.236/2015;5
821.237/2000;6
821.237/2001;50
821.237/2009;50
821.237/2010;5
821.237/2011;3
821.237/2012;50
821.237/2013;3
821.237/2014;3
821.237/2015;7
821.238/2000;3
821.238/2001;5
821.238/2009;50
821.238/2010;7
821.238/2011;3
821.238/2012;3
821.238/2013;3
821.238/2014;3
821.238/2015;7
821.239/2000;3
821.239/2001;50
821.239/2009;50
821.239/2010;3
821.239/2011;3
821.239/2012;3
821.239/2013;3
821.239/2014;3
821.239/2015;7
821.240/2000;3
821.240/2001;50
821.240/2009;50
821.240/2010;3
821.240/2011;3
821.240/2012;3
821.240/2013;3
821.240/2014;3
821.240/2015;7
821.241/2000;5
821.241/2001;3
821.241/2009;3
821.241/2010;3
821.241/2011;3
821.241/2012;5
821.241/2013;3
821.241/2014;3
821.242/2000;50
821.242/2001;3
821.242/2009;5
821.242/2010;3
821.242/2011;3
821.242/2012;6
821.242/2013;3
821.242/2014;3
821.242/2015;5
821.243/2000;50
821.243/2001;3
821.243/2009;5
821.243/2010;3
821.243/2011;3
821.243/2012;6
821.243/2013;3
821.243/2014;3
821.243/2015;3
821.244/2000;3
821.244/2001;5
821.244/2009;3
821.244/2010;3
821.244/2011;3
821.244/2012;6
821.244/2013;3
821.244/2014;3
821.244/2015;3
821.245/2000;5
821.245/2001;3
821.245/2009;5
821.245/2010;6
821.245/2011;3
821.245/2012;6
821.245/2013;3
821.245/2014;3
821.245/2015;3
821.246/2000;3
821.246/2001;3
821.246/2009;5
821.246/2010;3
821.246/2011;3
821.246/2012;3
821.246/2013;3
821.246/2014;3
821.246/2015;3
821.247/2000;5
821.247/2001;5
821.247/2009;3
821.247/2010;3
821.247/2011;3
821.247/2012;3
821.247/2013;3
821.247/2014;3
821.247/2015;3
821.248/2000;3
821.248/2001;50
821.248/2009;3
821.248/2010;3
821.248/2011;50
821.248/2012;3
821.248/2013;3
821.248/2014;3
821.248/2015;5
821.249/2000;5
821.249/2001;5
821.249/2009;5
821.249/2010;3
821.249/2011;3
821.249/2012;5
821.249/2013;3
821.249/2014;5
821.250/2000;3
821.250/2001;5
821.250/2009;3
821.250/2010;50
821.250/2011;3
821.250/2012;3
821.250/2013;3
821.250/2014;5
821.250/2015;3
821.251/2000;5
821.251/2001;5
821.251/2009;5
821.251/2010;3
821.251/2011;3
821.251/2012;6
821.251/2013;3
821.251/2014;7
821.251/2015;3
821.252/2000;6
821.252/2001;3
821.252/2009;3
821.252/2010;7
821.252/2011;3
821.252/2012;5
821.252/2013;3
821.252/2014;7
821.252/2015;3
821.253/2000;6
821.253/2001;3
821.253/2009;3
821.253/2010;7
821.253/2011;3
821.253/2012;5
821.253/2013;3
821.253/2014;7
821.253/2015;50
821.254/2000;3
821.254/2001;3
821.254/2009;3
821.254/2010;3
821.254/2011;3
821.254/2012;5
821.254/2013;3
821.254/2014;7
821.254/2015;50
821.255/2000;5
821.255/2001;3
821.255/2009;3
821.255/2010;5
821.255/2011;3
821.255/2012;5
821.255/2013;3
821.255/2014;7
821.255/2015;3
821.256/2000;50
821.256/2001;3
821.256/2009;3
821.256/2010;5
821.256/2011;3
821.256/2012;5
821.256/2013;3
821.256/2014;3
821.257/1998;6
821.257/2000;5
821.257/2001;3
821.257/2009;3
821.257/2010;3
821.257/2011;3
821.257/2012;50
821.257/2013;3
821.257/2014;3
821.258/2000;3
821.258/2001;3
821.258/2009;3
821.258/2010;3
821.258/2011;3
821.258/2012;50
821.258/2013;3
821.258/2014;3
821.259/2000;3
821.259/2001;5
821.259/2009;3
821.259/2011;3
821.259/2012;3
821.259/2013;3
821.259/2014;3
821.260/2000;6
821.260/2001;3
821.260/2009;3
821.260/2011;3
821.260/2012;3
821.260/2013;3
821.260/2014;3
821.261/2000;3
821.261/2001;5
821.261/2009;3
821.261/2011;3
821.261/2012;3
821.261/2013;3
821.261/2014;3
821.262/2000;3
821.262/2001;5
821.262/2009;3
821.262/2011;3
821.262/2012;3
821.262/2013;3
821.262/2014;3
821.263/2000;5
821.263/2001;5
821.263/2009;3
821.263/2011;3
821.263/2012;3
821.263/2013;3
821.263/2014;3
821.264/2000;5
821.264/2001;50
821.264/2009;5
821.264/2011;3
821.264/2012;3
821.264/2013;3
821.264/2014;3
821.265/2000;5
821.265/2001;3
821.265/2009;5
821.265/2011;1
821.265/2012;3
821.265/2013;3
821.265/2014;3
821.266/2000;5
821.266/2001;3
821.266/2009;5
821.266/2011;3
